Source,Target,Weight
00-0025399,00-0028092,1
00-0025399,00-0028180,1
00-0025399,00-0028441,1
00-0025399,00-0029159,4
00-0025399,00-0029263,5
00-0025399,00-0029273,3
00-0027891,00-0028092,1
00-0027891,00-0028180,1
00-0027891,00-0028441,1
00-0027891,00-0029159,2
00-0027891,00-0029263,2
00-0027891,00-0029273,2
00-0028092,00-0028180,1
00-0028092,00-0028434,1
00-0028092,00-0028441,1
00-0028092,00-0029159,1
00-0028092,00-0029263,1
00-0028092,00-0029273,1
00-0028180,00-0028434,1
00-0028180,00-0028441,1
00-0028180,00-0029159,1
00-0028180,00-0029263,1
00-0028180,00-0029273,1
00-0028434,00-0028441,1
00-0028434,00-0029159,5
00-0028434,00-0029263,7
00-0028434,00-0029273,3
00-0028441,00-0029159,1
00-0028441,00-0029263,1
00-0028441,00-0029273,1
00-0029159,00-0029263,5
00-0029159,00-0029273,3
00-0029263,00-0029273,3
00-0024226,00-0024535,2
00-0024226,00-0029137,5
00-0024334,00-0024535,2
00-0024334,00-0026184,4
00-0024334,00-0029137,3
00-0024535,00-0026184,2
00-0024535,00-0029137,2
00-0026184,00-0029137,4
00-0024243,00-0026197,5
00-0024243,00-0028121,3
00-0026197,00-0027948,2
00-0026197,00-0028121,3
00-0027948,00-0028121,2
00-0024264,00-0028872,2
00-0024264,00-0028899,1
00-0024264,00-0028958,2
00-0024264,00-0029612,2
00-0024264,00-0029640,2
00-0026035,00-0028872,1
00-0026035,00-0028899,1
00-0026035,00-0028958,1
00-0026035,00-0029612,1
00-0026035,00-0029640,1
00-0027854,00-0028872,2
00-0027854,00-0028899,1
00-0027854,00-0028958,2
00-0027854,00-0029612,2
00-0027854,00-0029640,2
00-0027985,00-0028872,5
00-0027985,00-0028899,1
00-0027985,00-0028958,4
00-0027985,00-0029612,2
00-0027985,00-0029640,5
00-0028872,00-0028899,1
00-0028872,00-0028958,4
00-0028872,00-0029612,2
00-0028872,00-0029640,5
00-0028899,00-0028958,1
00-0028899,00-0029612,1
00-0028899,00-0029640,1
00-0028958,00-0029612,2
00-0028958,00-0029640,4
00-0029612,00-0029640,2
00-0024268,00-0026577,1
00-0024268,00-0029580,2
00-0024268,00-0029615,1
00-0024268,00-0029693,1
00-0024268,00-0029701,1
00-0025612,00-0025708,2
00-0025612,00-0026577,2
00-0025612,00-0028112,2
00-0025612,00-0029580,2
00-0025612,00-0029615,2
00-0025612,00-0029693,1
00-0025612,00-0029701,2
00-0025708,00-0026577,2
00-0025708,00-0029580,4
00-0025708,00-0029615,4
00-0025708,00-0029693,1
00-0025708,00-0029701,5
00-0026577,00-0028112,3
00-0026577,00-0029580,2
00-0026577,00-0029615,2
00-0026577,00-0029693,1
00-0026577,00-0029701,2
00-0028112,00-0029580,3
00-0028112,00-0029615,3
00-0028112,00-0029693,1
00-0028112,00-0029701,3
00-0029580,00-0029615,4
00-0029580,00-0029693,1
00-0029580,00-0029701,4
00-0029615,00-0029693,1
00-0029615,00-0029701,4
00-0029693,00-0029701,1
00-0025394,00-0027547,4
00-0025394,00-0029572,5
00-0025394,00-0029587,5
00-0027547,00-0027796,2
00-0027547,00-0027950,2
00-0027547,00-0027981,4
00-0027547,00-0029572,4
00-0027547,00-0029587,4
00-0027796,00-0029572,2
00-0027796,00-0029587,2
00-0027950,00-0029572,3
00-0027950,00-0029587,3
00-0027981,00-0029572,6
00-0027981,00-0029587,5
00-0029572,00-0029587,5
00-0025549,00-0029567,4
00-0026189,00-0029567,2
00-0026995,00-0029567,3
00-0027029,00-0029567,3
00-0027725,00-0029567,1
00-0027758,00-0029567,3
00-0028087,00-0029567,1
00-0026345,00-0026852,4
00-0026345,00-0027215,4
00-0026345,00-0028093,4
00-0026345,00-0028116,4
00-0026345,00-0029141,5
00-0026345,00-0029604,5
00-0026345,00-0029665,3
00-0026852,00-0028116,3
00-0026852,00-0029141,4
00-0026852,00-0029604,4
00-0026852,00-0029665,3
00-0027215,00-0028116,4
00-0027215,00-0029141,3
00-0027215,00-0029604,3
00-0027215,00-0029665,3
00-0028093,00-0028116,3
00-0028093,00-0029141,3
00-0028093,00-0029604,5
00-0028093,00-0029665,3
00-0028116,00-0029141,3
00-0028116,00-0029604,4
00-0028116,00-0029665,3
00-0029141,00-0029604,4
00-0029141,00-0029665,3
00-0029604,00-0029665,3
00-0026898,00-0027876,1
00-0026898,00-0028292,1
00-0026898,00-0029510,1
00-0027321,00-0027876,1
00-0027321,00-0028292,1
00-0027321,00-0029510,1
00-0027876,00-0028064,1
00-0027876,00-0028091,1
00-0027876,00-0028292,1
00-0027876,00-0029510,1
00-0028064,00-0028292,1
00-0028064,00-0029510,1
00-0028091,00-0028292,1
00-0028091,00-0029510,1
00-0028292,00-0029510,1
00-0029608,00-0029668,6
00-0029608,00-0029689,5
00-0029608,00-0029697,4
00-0029668,00-0029689,5
00-0029668,00-0029697,4
00-0029689,00-0029697,4
00-0007091,00-0026983,1
00-0007091,00-0029033,3
00-0007091,00-0029608,3
00-0007091,00-0029668,3
00-0007091,00-0029689,3
00-0007091,00-0029697,3
00-0007091,00-0030181,3
00-0026983,00-0029033,1
00-0026983,00-0029608,1
00-0026983,00-0029668,1
00-0026983,00-0029689,1
00-0026983,00-0029697,1
00-0026983,00-0030181,1
00-0029033,00-0029608,3
00-0029033,00-0029668,3
00-0029033,00-0029689,3
00-0029033,00-0029697,3
00-0029033,00-0030181,3
00-0029608,00-0030181,9
00-0029668,00-0030181,5
00-0029689,00-0030181,4
00-0029697,00-0030181,3
00-0010346,00-0028067,2
00-0010346,00-0028943,1
00-0010346,00-0029854,3
00-0027690,00-0028943,1
00-0027690,00-0029854,1
00-0027874,00-0028943,1
00-0027874,00-0029854,5
00-0028067,00-0028943,1
00-0028067,00-0029682,2
00-0028067,00-0029683,2
00-0028067,00-0029854,2
00-0028142,00-0028943,1
00-0028142,00-0029854,5
00-0028943,00-0029682,1
00-0028943,00-0029683,1
00-0028943,00-0029854,1
00-0029682,00-0029854,4
00-0029683,00-0029854,3
00-0019596,00-0026035,5
00-0019596,00-0027325,4
00-0019596,00-0027925,6
00-0019596,00-0027955,2
00-0019596,00-0029984,1
00-0019596,00-0030000,1
00-0019596,00-0030474,1
00-0019596,00-0030540,3
00-0026035,00-0026293,3
00-0026035,00-0027150,4
00-0026035,00-0027325,4
00-0026035,00-0027656,5
00-0026035,00-0027925,4
00-0026035,00-0027955,2
00-0026035,00-0027994,2
00-0026035,00-0028011,2
00-0026035,00-0029239,6
00-0026035,00-0029984,1
00-0026035,00-0030000,1
00-0026035,00-0030474,1
00-0026035,00-0030540,3
00-0026293,00-0027325,3
00-0026293,00-0027732,1
00-0026293,00-0027925,3
00-0026293,00-0027955,1
00-0026293,00-0029239,4
00-0026293,00-0029984,1
00-0026293,00-0030000,1
00-0026293,00-0030474,1
00-0026293,00-0030540,2
00-0027150,00-0027325,4
00-0027150,00-0027925,5
00-0027150,00-0027955,2
00-0027150,00-0029984,1
00-0027150,00-0030000,1
00-0027150,00-0030474,1
00-0027150,00-0030540,3
00-0027325,00-0027656,4
00-0027325,00-0027732,2
00-0027325,00-0027925,3
00-0027325,00-0027955,2
00-0027325,00-0027994,2
00-0027325,00-0028011,2
00-0027325,00-0029239,4
00-0027325,00-0029984,1
00-0027325,00-0030000,1
00-0027325,00-0030474,1
00-0027325,00-0030540,3
00-0027656,00-0027925,5
00-0027656,00-0027955,2
00-0027656,00-0029984,1
00-0027656,00-0030000,1
00-0027656,00-0030474,1
00-0027656,00-0030540,3
00-0027732,00-0027925,2
00-0027732,00-0027955,2
00-0027732,00-0029984,1
00-0027732,00-0030000,1
00-0027732,00-0030474,1
00-0027732,00-0030540,2
00-0027925,00-0027955,2
00-0027925,00-0027994,2
00-0027925,00-0028011,2
00-0027925,00-0029239,5
00-0027925,00-0029984,1
00-0027925,00-0030000,1
00-0027925,00-0030474,1
00-0027925,00-0030540,2
00-0027955,00-0027994,2
00-0027955,00-0028011,2
00-0027955,00-0029239,2
00-0027955,00-0029984,1
00-0027955,00-0030000,1
00-0027955,00-0030474,1
00-0027955,00-0030540,2
00-0027994,00-0029984,1
00-0027994,00-0030000,1
00-0027994,00-0030474,1
00-0027994,00-0030540,2
00-0028011,00-0029984,1
00-0028011,00-0030000,2
00-0028011,00-0030474,1
00-0028011,00-0030540,2
00-0029239,00-0029984,1
00-0029239,00-0030000,1
00-0029239,00-0030474,1
00-0029239,00-0030540,3
00-0029984,00-0030000,1
00-0029984,00-0030474,1
00-0029984,00-0030540,1
00-0030000,00-0030474,1
00-0030000,00-0030540,1
00-0030474,00-0030540,1
00-0020531,00-0022864,2
00-0020531,00-0022943,4
00-0020531,00-0028862,1
00-0020531,00-0030085,2
00-0020531,00-0030216,8
00-0022864,00-0022943,2
00-0022864,00-0023564,1
00-0022864,00-0027696,1
00-0022864,00-0027966,2
00-0022864,00-0028862,1
00-0022864,00-0029205,2
00-0022864,00-0030085,1
00-0022864,00-0030216,2
00-0022943,00-0023564,1
00-0022943,00-0027696,2
00-0022943,00-0027966,4
00-0022943,00-0028862,1
00-0022943,00-0029205,3
00-0022943,00-0030085,2
00-0022943,00-0030216,4
00-0023564,00-0028862,1
00-0023564,00-0030085,1
00-0023564,00-0030216,1
00-0027696,00-0028862,1
00-0027696,00-0030085,2
00-0027696,00-0030216,2
00-0027966,00-0028862,1
00-0027966,00-0030085,3
00-0027966,00-0030216,6
00-0028862,00-0029205,1
00-0028862,00-0030085,1
00-0028862,00-0030216,1
00-0029205,00-0030085,2
00-0029205,00-0030216,4
00-0030085,00-0030216,2
00-0020679,00-0028249,1
00-0020679,00-0029883,1
00-0020679,00-0030092,1
00-0020679,00-0030107,1
00-0025389,00-0028249,2
00-0025389,00-0029883,2
00-0025389,00-0030092,2
00-0025389,00-0030107,3
00-0026498,00-0028249,2
00-0026498,00-0029883,2
00-0026498,00-0030092,2
00-0026498,00-0030107,6
00-0028249,00-0029883,2
00-0028249,00-0030092,2
00-0028249,00-0030107,2
00-0029883,00-0030092,2
00-0029883,00-0030107,2
00-0030092,00-0030107,2
00-0021206,00-0024334,1
00-0021206,00-0024535,1
00-0021206,00-0026201,1
00-0021206,00-0029137,2
00-0021206,00-0030047,1
00-0021206,00-0030441,1
00-0024226,00-0026201,3
00-0024226,00-0030047,4
00-0024226,00-0030441,1
00-0024334,00-0026201,2
00-0024334,00-0030047,2
00-0024334,00-0030441,1
00-0024535,00-0026201,1
00-0024535,00-0030047,1
00-0024535,00-0030441,1
00-0026184,00-0026201,3
00-0026184,00-0030047,3
00-0026184,00-0030441,1
00-0026201,00-0029137,3
00-0026201,00-0030047,3
00-0026201,00-0030441,1
00-0029137,00-0030047,4
00-0029137,00-0030441,1
00-0030047,00-0030441,1
00-0021429,00-0022921,5
00-0021429,00-0027691,1
00-0021429,00-0027825,1
00-0021429,00-0027853,1
00-0021429,00-0027943,1
00-0021429,00-0029336,4
00-0021429,00-0029638,3
00-0021429,00-0030287,4
00-0021429,00-0030300,5
00-0022921,00-0027853,1
00-0022921,00-0029336,4
00-0022921,00-0030287,4
00-0022921,00-0030300,5
00-0027691,00-0027853,1
00-0027691,00-0029336,1
00-0027691,00-0030287,1
00-0027691,00-0030300,1
00-0027825,00-0027853,1
00-0027825,00-0029336,1
00-0027825,00-0030287,1
00-0027825,00-0030300,1
00-0027853,00-0027943,1
00-0027853,00-0029336,1
00-0027853,00-0029638,1
00-0027853,00-0030287,1
00-0027853,00-0030300,1
00-0027943,00-0029336,1
00-0027943,00-0030287,1
00-0027943,00-0030300,1
00-0029336,00-0029638,2
00-0029336,00-0030287,3
00-0029336,00-0030300,4
00-0029638,00-0030287,3
00-0029638,00-0030300,3
00-0030287,00-0030300,4
00-0021547,00-0026019,4
00-0021547,00-0027139,3
00-0021547,00-0030279,6
00-0022942,00-0026019,4
00-0022942,00-0027139,3
00-0022942,00-0030279,7
00-0025424,00-0026019,2
00-0025424,00-0027139,2
00-0025424,00-0030279,2
00-0026019,00-0027139,3
00-0026019,00-0027864,2
00-0026019,00-0030279,4
00-0027139,00-0027864,2
00-0027139,00-0030279,3
00-0027864,00-0030279,2
00-0021678,00-0030388,3
00-0021678,00-0030542,4
00-0021678,00-0030544,4
00-0022127,00-0030388,3
00-0022127,00-0030542,5
00-0022127,00-0030544,4
00-0023921,00-0030388,1
00-0023921,00-0030542,1
00-0023921,00-0030544,1
00-0027902,00-0030388,3
00-0027902,00-0030542,5
00-0027902,00-0030544,4
00-0028009,00-0030388,2
00-0028009,00-0030542,2
00-0028009,00-0030544,2
00-0028114,00-0030388,2
00-0028114,00-0030542,2
00-0028114,00-0030544,2
00-0029000,00-0030388,3
00-0029000,00-0030542,6
00-0029000,00-0030544,4
00-0029004,00-0030388,3
00-0029004,00-0030542,4
00-0029004,00-0030544,4
00-0029634,00-0030388,3
00-0029634,00-0030542,4
00-0029634,00-0030544,3
00-0030388,00-0030542,3
00-0030388,00-0030544,3
00-0030542,00-0030544,4
00-0022084,00-0022824,2
00-0022084,00-0023500,2
00-0022084,00-0024221,2
00-0022084,00-0025415,1
00-0022084,00-0026986,2
00-0022084,00-0027688,1
00-0022084,00-0027974,3
00-0022084,00-0028149,3
00-0022084,00-0028903,3
00-0022084,00-0029260,1
00-0022084,00-0030470,3
00-0022824,00-0027688,3
00-0022824,00-0028903,2
00-0022824,00-0029260,1
00-0022824,00-0030470,2
00-0023500,00-0027688,1
00-0023500,00-0030470,2
00-0024221,00-0027688,3
00-0024221,00-0030470,2
00-0025415,00-0027688,1
00-0025415,00-0028903,2
00-0025415,00-0029260,1
00-0025415,00-0030470,1
00-0026986,00-0027688,1
00-0026986,00-0030470,2
00-0027688,00-0027974,1
00-0027688,00-0028149,1
00-0027688,00-0028903,1
00-0027688,00-0029260,1
00-0027688,00-0030470,1
00-0027974,00-0030470,4
00-0028149,00-0030470,3
00-0028903,00-0030470,4
00-0029260,00-0030470,1
00-0022740,00-0023662,1
00-0022740,00-0025394,1
00-0022740,00-0027547,1
00-0022740,00-0027796,1
00-0022740,00-0027950,1
00-0022740,00-0027981,1
00-0022740,00-0029048,1
00-0022740,00-0029432,1
00-0022740,00-0029572,1
00-0022740,00-0029587,1
00-0022740,00-0029931,1
00-0022740,00-0030578,1
00-0023662,00-0025394,2
00-0023662,00-0027547,1
00-0023662,00-0027796,1
00-0023662,00-0027950,2
00-0023662,00-0027981,2
00-0023662,00-0029048,2
00-0023662,00-0029432,2
00-0023662,00-0029572,2
00-0023662,00-0029587,2
00-0023662,00-0029931,1
00-0023662,00-0030578,2
00-0025394,00-0029048,2
00-0025394,00-0029432,2
00-0025394,00-0029931,3
00-0025394,00-0030578,4
00-0027547,00-0029048,1
00-0027547,00-0029432,1
00-0027547,00-0029931,3
00-0027547,00-0030578,3
00-0027796,00-0029048,1
00-0027796,00-0029432,1
00-0027796,00-0029931,1
00-0027796,00-0030578,1
00-0027950,00-0029048,2
00-0027950,00-0029432,2
00-0027950,00-0029931,1
00-0027950,00-0030578,2
00-0027981,00-0029048,2
00-0027981,00-0029432,2
00-0027981,00-0029931,3
00-0027981,00-0030578,4
00-0029048,00-0029432,2
00-0029048,00-0029572,2
00-0029048,00-0029587,2
00-0029048,00-0029931,1
00-0029048,00-0030578,2
00-0029432,00-0029572,2
00-0029432,00-0029587,2
00-0029432,00-0029931,1
00-0029432,00-0030578,2
00-0029572,00-0029931,3
00-0029572,00-0030578,4
00-0029587,00-0029931,3
00-0029587,00-0030578,4
00-0029931,00-0030578,3
00-0022787,00-0028986,1
00-0022787,00-0029510,1
00-0022787,00-0030108,1
00-0022787,00-0030248,1
00-0022787,00-0030564,1
00-0028090,00-0028986,1
00-0028090,00-0029510,2
00-0028090,00-0030108,3
00-0028090,00-0030248,1
00-0028090,00-0030564,3
00-0028986,00-0029415,2
00-0028986,00-0029510,2
00-0028986,00-0029673,2
00-0028986,00-0030108,2
00-0028986,00-0030248,1
00-0028986,00-0030564,2
00-0029415,00-0029510,2
00-0029415,00-0030108,2
00-0029415,00-0030248,1
00-0029415,00-0030564,2
00-0029510,00-0029673,2
00-0029510,00-0030108,4
00-0029510,00-0030248,1
00-0029510,00-0030564,4
00-0029673,00-0030108,2
00-0029673,00-0030248,1
00-0029673,00-0030564,2
00-0030108,00-0030248,1
00-0030108,00-0030564,6
00-0030248,00-0030564,1
00-0022803,00-0027089,1
00-0022803,00-0027135,1
00-0022803,00-0028838,4
00-0024110,00-0027089,1
00-0024110,00-0027135,1
00-0024110,00-0028838,2
00-0024110,00-0029262,2
00-0027089,00-0027265,1
00-0027089,00-0028838,1
00-0027089,00-0029262,1
00-0027135,00-0027265,1
00-0027135,00-0028838,1
00-0027135,00-0029262,1
00-0027265,00-0028838,3
00-0028838,00-0029262,3
00-0022924,00-0030460,4
00-0022924,00-0030496,5
00-0023465,00-0030460,3
00-0023465,00-0030496,3
00-0026957,00-0030460,2
00-0026957,00-0030496,2
00-0027685,00-0030460,1
00-0027685,00-0030496,1
00-0027793,00-0030460,4
00-0027793,00-0030496,6
00-0030460,00-0030496,4
00-0022999,00-0028595,2
00-0022999,00-0029601,2
00-0022999,00-0030090,2
00-0022999,00-0030274,1
00-0022999,00-0030485,3
00-0023459,00-0028595,2
00-0023459,00-0029601,2
00-0023459,00-0030090,2
00-0023459,00-0030274,1
00-0023459,00-0030485,4
00-0026176,00-0028595,1
00-0026176,00-0029601,2
00-0026176,00-0030090,2
00-0026176,00-0030274,1
00-0026176,00-0030485,3
00-0028002,00-0028595,2
00-0028002,00-0029601,2
00-0028002,00-0030090,2
00-0028002,00-0030274,1
00-0028002,00-0030485,4
00-0028595,00-0029601,1
00-0028595,00-0030090,1
00-0028595,00-0030274,1
00-0028595,00-0030485,2
00-0029601,00-0030090,2
00-0029601,00-0030274,1
00-0029601,00-0030485,2
00-0030090,00-0030274,1
00-0030090,00-0030485,2
00-0030274,00-0030485,1
00-0023436,00-0024268,2
00-0023436,00-0026213,4
00-0023436,00-0026257,1
00-0023436,00-0026544,3
00-0023436,00-0028074,5
00-0023436,00-0029391,1
00-0023436,00-0030127,1
00-0023436,00-0030280,4
00-0024268,00-0026213,2
00-0024268,00-0026257,1
00-0024268,00-0026544,2
00-0024268,00-0028074,2
00-0024268,00-0029391,1
00-0024268,00-0030127,1
00-0024268,00-0030280,2
00-0026213,00-0026257,1
00-0026213,00-0026544,3
00-0026213,00-0028074,4
00-0026213,00-0029391,1
00-0026213,00-0030127,1
00-0026213,00-0030280,4
00-0026257,00-0026544,1
00-0026257,00-0028074,1
00-0026257,00-0029391,1
00-0026257,00-0030127,1
00-0026257,00-0030280,1
00-0026544,00-0028074,3
00-0026544,00-0029391,1
00-0026544,00-0030127,1
00-0026544,00-0030280,3
00-0028074,00-0029391,1
00-0028074,00-0030127,1
00-0028074,00-0030280,4
00-0029391,00-0030127,1
00-0029391,00-0030280,1
00-0030127,00-0030280,1
00-0023645,00-0025396,3
00-0023645,00-0030465,1
00-0025396,00-0025418,3
00-0025396,00-0026069,3
00-0025396,00-0026153,3
00-0025396,00-0027583,1
00-0025396,00-0027681,1
00-0025396,00-0027939,3
00-0025396,00-0030465,1
00-0025418,00-0030465,2
00-0026069,00-0030465,1
00-0026153,00-0030465,1
00-0027583,00-0030465,1
00-0027681,00-0030465,1
00-0027939,00-0030465,2
00-0023682,00-0024389,1
00-0023682,00-0025825,1
00-0023682,00-0026164,1
00-0023682,00-0027006,1
00-0023682,00-0029708,1
00-0023682,00-0030521,1
00-0024389,00-0025825,2
00-0024389,00-0026164,1
00-0024389,00-0027006,1
00-0024389,00-0029708,4
00-0024389,00-0030521,3
00-0025825,00-0029708,1
00-0025825,00-0030521,1
00-0026164,00-0030521,1
00-0027006,00-0030521,1
00-0029708,00-0030521,3
00-0023894,00-0025513,1
00-0023894,00-0029384,1
00-0023894,00-0029613,1
00-0023894,00-0029910,1
00-0023894,00-0030391,1
00-0023894,00-0030520,1
00-0025513,00-0029384,1
00-0025513,00-0029613,1
00-0025513,00-0029910,1
00-0025513,00-0030391,1
00-0025513,00-0030520,1
00-0029384,00-0029613,3
00-0029384,00-0029910,1
00-0029384,00-0030391,2
00-0029384,00-0030520,2
00-0029613,00-0029910,1
00-0029613,00-0030391,3
00-0029613,00-0030520,3
00-0029910,00-0030391,1
00-0029910,00-0030520,1
00-0030391,00-0030520,3
00-0024243,00-0026373,1
00-0024243,00-0027725,3
00-0024243,00-0029692,2
00-0026197,00-0026373,1
00-0026197,00-0027725,2
00-0026197,00-0029692,2
00-0026373,00-0027725,1
00-0026373,00-0027948,1
00-0026373,00-0028121,1
00-0026373,00-0029692,1
00-0027725,00-0027948,1
00-0027725,00-0028121,2
00-0027725,00-0029692,2
00-0027948,00-0029692,1
00-0028121,00-0029692,2
00-0024264,00-0027061,1
00-0024264,00-0029794,1
00-0024264,00-0029795,1
00-0024264,00-0030525,1
00-0027061,00-0027854,1
00-0027061,00-0027985,3
00-0027061,00-0028872,3
00-0027061,00-0028958,3
00-0027061,00-0029612,1
00-0027061,00-0029640,3
00-0027061,00-0029794,1
00-0027061,00-0029795,3
00-0027061,00-0030525,3
00-0027854,00-0029794,1
00-0027854,00-0029795,1
00-0027854,00-0030525,1
00-0027985,00-0029794,1
00-0027985,00-0029795,4
00-0027985,00-0030525,4
00-0028872,00-0029794,1
00-0028872,00-0029795,4
00-0028872,00-0030525,5
00-0028958,00-0029794,1
00-0028958,00-0029795,3
00-0028958,00-0030525,3
00-0029612,00-0029794,1
00-0029612,00-0029795,1
00-0029612,00-0030525,1
00-0029640,00-0029794,1
00-0029640,00-0029795,4
00-0029640,00-0030525,4
00-0029794,00-0029795,1
00-0029794,00-0030525,1
00-0029795,00-0030525,4
00-0025399,00-0027378,1
00-0025399,00-0029068,3
00-0025399,00-0030089,4
00-0025399,00-0030414,1
00-0025399,00-0030432,3
00-0027378,00-0027891,1
00-0027378,00-0028434,1
00-0027378,00-0029068,1
00-0027378,00-0029159,1
00-0027378,00-0029263,1
00-0027378,00-0029273,1
00-0027378,00-0030089,1
00-0027378,00-0030414,1
00-0027378,00-0030432,1
00-0027891,00-0029068,1
00-0027891,00-0030089,1
00-0027891,00-0030414,1
00-0027891,00-0030432,1
00-0028434,00-0029068,3
00-0028434,00-0030089,5
00-0028434,00-0030414,1
00-0028434,00-0030432,3
00-0029068,00-0029159,3
00-0029068,00-0029263,3
00-0029068,00-0029273,2
00-0029068,00-0030089,3
00-0029068,00-0030414,1
00-0029068,00-0030432,3
00-0029159,00-0030089,4
00-0029159,00-0030414,1
00-0029159,00-0030432,3
00-0029263,00-0030089,6
00-0029263,00-0030414,1
00-0029263,00-0030432,3
00-0029273,00-0030089,2
00-0029273,00-0030414,1
00-0029273,00-0030432,3
00-0030089,00-0030414,1
00-0030089,00-0030432,3
00-0030414,00-0030432,1
00-0025460,00-0028202,1
00-0025460,00-0029892,2
00-0025460,00-0030400,2
00-0026158,00-0028202,1
00-0026158,00-0029892,4
00-0026158,00-0030400,3
00-0027675,00-0028202,1
00-0027675,00-0029892,1
00-0027675,00-0030400,1
00-0027996,00-0028202,3
00-0027996,00-0029892,2
00-0027996,00-0030400,2
00-0028118,00-0028202,1
00-0028118,00-0029892,2
00-0028118,00-0030400,2
00-0028202,00-0029264,1
00-0028202,00-0029388,1
00-0028202,00-0029892,1
00-0028202,00-0030400,1
00-0029264,00-0029892,2
00-0029264,00-0030400,2
00-0029388,00-0029892,1
00-0029388,00-0030400,1
00-0029892,00-0030400,3
00-0025549,00-0027109,2
00-0025549,00-0029438,2
00-0025549,00-0030061,5
00-0025549,00-0030533,2
00-0026189,00-0027109,1
00-0026189,00-0029438,1
00-0026189,00-0030061,3
00-0026189,00-0030533,1
00-0027029,00-0027109,2
00-0027029,00-0029438,2
00-0027029,00-0030061,2
00-0027029,00-0030533,3
00-0027109,00-0027758,2
00-0027109,00-0029438,2
00-0027109,00-0029567,2
00-0027109,00-0030061,2
00-0027109,00-0030533,2
00-0027758,00-0029438,2
00-0027758,00-0030061,3
00-0027758,00-0030533,2
00-0029438,00-0029567,2
00-0029438,00-0030061,2
00-0029438,00-0030533,2
00-0029567,00-0030061,4
00-0029567,00-0030533,2
00-0030061,00-0030533,2
00-0025612,00-0026901,1
00-0025612,00-0030422,1
00-0025612,00-0030433,1
00-0025708,00-0026901,2
00-0025708,00-0030422,4
