Source,Target,Weight
00-0026625,00-0032661,1
00-0026625,00-0032780,1
00-0026625,00-0032801,1
00-0027125,00-0027215,1
00-0027125,00-0028059,1
00-0027125,00-0030533,1
00-0027125,00-0031076,1
00-0027125,00-0031545,2
00-0027125,00-0031585,1
00-0027125,00-0032098,2
00-0027125,00-0032482,1
00-0027125,00-0032661,1
00-0027125,00-0032780,2
00-0027125,00-0032801,1
00-0027215,00-0028059,1
00-0027215,00-0029137,1
00-0027215,00-0029319,1
00-0027215,00-0029388,1
00-0027215,00-0030047,1
00-0027215,00-0030533,1
00-0027215,00-0031057,1
00-0027215,00-0031076,1
00-0027215,00-0031545,1
00-0027215,00-0031569,2
00-0027215,00-0031585,1
00-0027215,00-0031912,1
00-0027215,00-0032098,1
00-0027215,00-0032482,1
00-0027215,00-0032661,1
00-0027215,00-0032780,1
00-0027215,00-0032801,1
00-0028059,00-0029137,1
00-0028059,00-0029319,1
00-0028059,00-0029388,1
00-0028059,00-0030047,1
00-0028059,00-0030533,1
00-0028059,00-0031057,1
00-0028059,00-0031076,1
00-0028059,00-0031545,1
00-0028059,00-0031569,1
00-0028059,00-0031585,1
00-0028059,00-0031912,1
00-0028059,00-0032098,1
00-0028059,00-0032482,1
00-0028059,00-0032661,1
00-0028059,00-0032780,1
00-0028059,00-0032801,1
00-0029137,00-0030533,1
00-0029137,00-0031076,1
00-0029137,00-0031545,1
00-0029137,00-0031585,1
00-0029137,00-0032098,1
00-0029137,00-0032482,1
00-0029137,00-0032661,1
00-0029137,00-0032780,3
00-0029137,00-0032801,1
00-0029319,00-0030533,1
00-0029319,00-0031076,2
00-0029319,00-0031545,3
00-0029319,00-0031585,1
00-0029319,00-0032098,3
00-0029319,00-0032482,1
00-0029319,00-0032661,2
00-0029319,00-0032780,3
00-0029319,00-0032801,1
00-0029388,00-0030533,2
00-0029388,00-0031076,1
00-0029388,00-0031545,1
00-0029388,00-0031585,1
00-0029388,00-0032098,1
00-0029388,00-0032482,1
00-0029388,00-0032661,1
00-0029388,00-0032780,1
00-0029388,00-0032801,1
00-0030047,00-0030533,1
00-0030047,00-0031076,1
00-0030047,00-0031545,1
00-0030047,00-0031585,1
00-0030047,00-0032098,1
00-0030047,00-0032482,1
00-0030047,00-0032661,1
00-0030047,00-0032780,1
00-0030047,00-0032801,1
00-0030533,00-0031057,1
00-0030533,00-0031076,1
00-0030533,00-0031545,1
00-0030533,00-0031569,1
00-0030533,00-0031585,1
00-0030533,00-0031912,1
00-0030533,00-0032098,1
00-0030533,00-0032482,1
00-0030533,00-0032661,1
00-0030533,00-0032780,1
00-0030533,00-0032801,1
00-0031057,00-0031076,1
00-0031057,00-0031545,1
00-0031057,00-0031585,1
00-0031057,00-0032098,1
00-0031057,00-0032482,1
00-0031057,00-0032661,1
00-0031057,00-0032780,1
00-0031057,00-0032801,1
00-0031076,00-0031545,1
00-0031076,00-0031569,1
00-0031076,00-0031585,1
00-0031076,00-0031912,1
00-0031076,00-0032098,2
00-0031076,00-0032482,1
00-0031076,00-0032661,1
00-0031076,00-0032780,1
00-0031076,00-0032801,1
00-0031545,00-0031569,1
00-0031545,00-0031585,1
00-0031545,00-0031912,1
00-0031545,00-0032098,2
00-0031545,00-0032482,1
00-0031545,00-0032661,2
00-0031545,00-0032780,4
00-0031545,00-0032801,1
00-0031569,00-0031585,1
00-0031569,00-0032098,1
00-0031569,00-0032482,1
00-0031569,00-0032661,1
00-0031569,00-0032780,1
00-0031569,00-0032801,1
00-0031585,00-0031912,1
00-0031585,00-0032098,1
00-0031585,00-0032482,1
00-0031585,00-0032661,1
00-0031585,00-0032780,1
00-0031585,00-0032801,1
00-0031912,00-0032098,1
00-0031912,00-0032482,1
00-0031912,00-0032661,1
00-0031912,00-0032780,1
00-0031912,00-0032801,1
00-0032098,00-0032482,1
00-0032098,00-0032661,1
00-0032098,00-0032780,2
00-0032098,00-0032801,1
00-0032482,00-0032661,1
00-0032482,00-0032780,1
00-0032482,00-0032801,1
00-0032661,00-0032780,2
00-0032661,00-0032801,1
00-0032780,00-0032801,1
00-0024243,00-0027531,2
00-0024243,00-0027654,2
00-0024243,00-0029048,1
00-0024243,00-0031684,1
00-0024243,00-0032120,1
00-0024243,00-0032139,2
00-0024243,00-0032298,1
00-0024243,00-0032864,1
00-0026197,00-0027531,2
00-0026197,00-0027654,2
00-0026197,00-0028067,1
00-0026197,00-0029048,1
00-0026197,00-0030856,1
00-0026197,00-0031684,1
00-0026197,00-0031731,2
00-0026197,00-0032120,1
00-0026197,00-0032139,2
00-0026197,00-0032170,1
00-0026197,00-0032209,2
00-0026197,00-0032298,1
00-0026197,00-0032864,1
00-0027531,00-0027654,2
00-0027531,00-0028067,1
00-0027531,00-0029048,1
00-0027531,00-0030821,2
00-0027531,00-0030856,1
00-0027531,00-0031407,2
00-0027531,00-0031428,2
00-0027531,00-0031431,2
00-0027531,00-0031684,1
00-0027531,00-0031731,2
00-0027531,00-0032120,1
00-0027531,00-0032139,2
00-0027531,00-0032170,1
00-0027531,00-0032209,2
00-0027531,00-0032298,1
00-0027531,00-0032864,1
00-0027654,00-0028067,1
00-0027654,00-0029048,1
00-0027654,00-0030821,2
00-0027654,00-0030856,1
00-0027654,00-0031407,2
00-0027654,00-0031428,2
00-0027654,00-0031431,2
00-0027654,00-0031684,1
00-0027654,00-0031731,2
00-0027654,00-0032120,1
00-0027654,00-0032139,2
00-0027654,00-0032170,1
00-0027654,00-0032209,2
00-0027654,00-0032298,1
00-0027654,00-0032864,1
00-0028067,00-0029048,1
00-0028067,00-0031684,1
00-0028067,00-0032120,1
00-0028067,00-0032139,1
00-0028067,00-0032298,1
00-0028067,00-0032864,1
00-0029048,00-0030821,1
00-0029048,00-0030856,1
00-0029048,00-0031407,1
00-0029048,00-0031428,1
00-0029048,00-0031431,1
00-0029048,00-0031684,1
00-0029048,00-0031731,1
00-0029048,00-0032120,1
00-0029048,00-0032139,1
00-0029048,00-0032170,1
00-0029048,00-0032209,1
00-0029048,00-0032298,1
00-0029048,00-0032864,1
00-0030821,00-0031684,1
00-0030821,00-0032120,1
00-0030821,00-0032139,2
00-0030821,00-0032298,1
00-0030821,00-0032864,1
00-0030856,00-0031684,1
00-0030856,00-0032120,1
00-0030856,00-0032139,1
00-0030856,00-0032298,1
00-0030856,00-0032864,1
00-0031407,00-0031684,1
00-0031407,00-0032120,1
00-0031407,00-0032139,2
00-0031407,00-0032298,1
00-0031407,00-0032864,1
00-0031428,00-0031684,1
00-0031428,00-0032120,1
00-0031428,00-0032139,2
00-0031428,00-0032298,1
00-0031428,00-0032864,1
00-0031431,00-0031684,1
00-0031431,00-0032120,1
00-0031431,00-0032139,3
00-0031431,00-0032298,1
00-0031431,00-0032864,1
00-0031684,00-0031731,1
00-0031684,00-0032120,1
00-0031684,00-0032139,1
00-0031684,00-0032170,1
00-0031684,00-0032209,1
00-0031684,00-0032298,1
00-0031684,00-0032864,1
00-0031731,00-0032120,1
00-0031731,00-0032139,2
00-0031731,00-0032298,1
00-0031731,00-0032864,1
00-0032120,00-0032139,1
00-0032120,00-0032170,1
00-0032120,00-0032209,1
00-0032120,00-0032298,1
00-0032120,00-0032864,1
00-0032139,00-0032170,1
00-0032139,00-0032209,2
00-0032139,00-0032298,1
00-0032139,00-0032864,1
00-0032170,00-0032298,1
00-0032170,00-0032864,1
00-0032209,00-0032298,1
00-0032209,00-0032864,1
00-0032298,00-0032864,1
00-0024417,00-0026901,2
00-0024417,00-0032054,2
00-0024417,00-0032398,4
00-0024417,00-0032407,1
00-0024417,00-0032411,2
00-0026158,00-0026901,2
00-0026158,00-0032054,3
00-0026158,00-0032398,3
00-0026158,00-0032407,1
00-0026158,00-0032411,2
00-0026901,00-0028012,2
00-0026901,00-0028497,2
00-0026901,00-0029597,1
00-0026901,00-0029892,1
00-0026901,00-0030992,1
00-0026901,00-0031025,2
00-0026901,00-0031066,1
00-0026901,00-0031375,2
00-0026901,00-0031577,2
00-0026901,00-0031598,2
00-0026901,00-0031610,1
00-0026901,00-0032054,2
00-0026901,00-0032398,2
00-0026901,00-0032407,1
00-0026901,00-0032411,1
00-0028012,00-0029597,1
00-0028012,00-0032054,2
00-0028012,00-0032398,2
00-0028012,00-0032407,1
00-0028012,00-0032411,1
00-0028497,00-0029597,1
00-0028497,00-0032054,1
00-0028497,00-0032398,1
00-0028497,00-0032407,1
00-0028497,00-0032411,1
00-0029597,00-0029892,1
00-0029597,00-0030992,1
00-0029597,00-0031025,1
00-0029597,00-0031066,1
00-0029597,00-0031375,1
00-0029597,00-0031577,1
00-0029597,00-0031598,1
00-0029597,00-0031610,1
00-0029597,00-0032054,1
00-0029597,00-0032398,1
00-0029597,00-0032407,1
00-0029597,00-0032411,1
00-0029892,00-0032054,1
00-0029892,00-0032398,1
00-0029892,00-0032407,1
00-0029892,00-0032411,1
00-0030992,00-0032054,1
00-0030992,00-0032398,1
00-0030992,00-0032407,1
00-0030992,00-0032411,1
00-0031025,00-0032054,2
00-0031025,00-0032398,2
00-0031025,00-0032407,1
00-0031025,00-0032411,1
00-0031066,00-0032054,1
00-0031066,00-0032398,1
00-0031066,00-0032407,1
00-0031066,00-0032411,1
00-0031375,00-0032054,2
00-0031375,00-0032398,2
00-0031375,00-0032407,1
00-0031375,00-0032411,1
00-0031577,00-0032054,2
00-0031577,00-0032398,3
00-0031577,00-0032407,1
00-0031577,00-0032411,2
00-0031598,00-0032054,2
00-0031598,00-0032398,4
00-0031598,00-0032407,1
00-0031598,00-0032411,2
00-0031610,00-0032054,1
00-0031610,00-0032398,1
00-0031610,00-0032407,1
00-0031610,00-0032411,1
00-0032054,00-0032398,2
00-0032054,00-0032407,1
00-0032054,00-0032411,1
00-0032398,00-0032407,1
00-0032398,00-0032411,2
00-0032407,00-0032411,1
00-0025708,00-0028908,1
00-0025708,00-0029878,2
00-0025708,00-0031307,1
00-0025708,00-0031716,1
00-0025708,00-0032791,2
00-0025708,00-0033060,2
00-0025708,00-0033118,2
00-0028908,00-0029701,1
00-0028908,00-0029878,1
00-0028908,00-0030085,1
00-0028908,00-0030422,1
00-0028908,00-0030874,1
00-0028908,00-0031307,1
00-0028908,00-0031382,1
00-0028908,00-0031547,1
00-0028908,00-0031590,1
00-0028908,00-0031716,1
00-0028908,00-0032791,1
00-0028908,00-0033060,1
00-0028908,00-0033118,1
00-0029701,00-0029878,1
00-0029701,00-0031307,1
00-0029701,00-0031716,1
00-0029701,00-0032791,2
00-0029701,00-0033060,2
00-0029701,00-0033118,2
00-0029878,00-0030085,2
00-0029878,00-0030422,1
00-0029878,00-0030874,2
00-0029878,00-0031307,1
00-0029878,00-0031382,2
00-0029878,00-0031547,2
00-0029878,00-0031590,1
00-0029878,00-0031716,1
00-0029878,00-0032791,2
00-0029878,00-0033060,2
00-0029878,00-0033118,2
00-0030085,00-0031307,1
00-0030085,00-0031716,1
00-0030085,00-0032791,3
00-0030085,00-0033060,3
00-0030085,00-0033118,3
00-0030422,00-0031307,1
00-0030422,00-0031716,1
00-0030422,00-0032791,1
00-0030422,00-0033060,1
00-0030422,00-0033118,1
00-0030874,00-0031307,1
00-0030874,00-0031716,1
00-0030874,00-0032791,3
00-0030874,00-0033060,2
00-0030874,00-0033118,2
00-0031307,00-0031382,1
00-0031307,00-0031547,1
00-0031307,00-0031590,1
00-0031307,00-0031716,1
00-0031307,00-0032791,1
00-0031307,00-0033060,1
00-0031307,00-0033118,1
00-0031382,00-0031716,1
00-0031382,00-0032791,2
00-0031382,00-0033060,2
00-0031382,00-0033118,2
00-0031547,00-0031716,1
00-0031547,00-0032791,5
00-0031547,00-0033060,3
00-0031547,00-0033118,3
00-0031590,00-0031716,1
00-0031590,00-0032791,1
00-0031590,00-0033060,1
00-0031590,00-0033118,1
00-0031716,00-0032791,1
00-0031716,00-0033060,1
00-0031716,00-0033118,1
00-0032791,00-0033060,3
00-0032791,00-0033118,3
00-0033060,00-0033118,3
00-0026373,00-0026739,1
00-0026373,00-0027685,1
00-0026373,00-0027874,1
00-0026373,00-0028142,1
00-0026373,00-0029822,1
00-0026373,00-0029854,1
00-0026373,00-0030670,1
00-0026373,00-0030705,1
00-0026373,00-0031102,1
00-0026373,00-0031344,1
00-0026373,00-0031609,1
00-0026373,00-0031697,1
00-0026373,00-0032156,1
00-0026373,00-0032227,1
00-0026373,00-0032464,1
00-0026373,00-0032523,1
00-0026373,00-0032943,1
00-0026373,00-0032956,1
00-0026373,00-0032972,1
00-0026373,00-0033108,1
00-0026739,00-0029822,1
00-0026739,00-0031102,1
00-0026739,00-0031609,1
00-0026739,00-0031697,1
00-0026739,00-0032227,1
00-0026739,00-0032464,1
00-0026739,00-0032523,1
00-0026739,00-0032943,1
00-0026739,00-0032956,1
00-0026739,00-0032972,1
00-0026739,00-0033108,1
00-0027685,00-0029822,1
00-0027685,00-0031102,1
00-0027685,00-0031609,1
00-0027685,00-0031697,2
00-0027685,00-0032227,3
00-0027685,00-0032464,1
00-0027685,00-0032523,1
00-0027685,00-0032943,1
00-0027685,00-0032956,3
00-0027685,00-0032972,3
00-0027685,00-0033108,2
00-0027874,00-0029822,1
00-0027874,00-0031102,1
00-0027874,00-0031609,1
00-0027874,00-0031697,2
00-0027874,00-0032227,2
00-0027874,00-0032464,1
00-0027874,00-0032523,1
00-0027874,00-0032943,1
00-0027874,00-0032956,2
00-0027874,00-0032972,2
00-0027874,00-0033108,2
00-0028142,00-0029822,1
00-0028142,00-0031102,1
00-0028142,00-0031609,1
00-0028142,00-0031697,2
00-0028142,00-0032227,2
00-0028142,00-0032464,1
00-0028142,00-0032523,1
00-0028142,00-0032943,1
00-0028142,00-0032956,2
00-0028142,00-0032972,2
00-0028142,00-0033108,2
00-0029822,00-0029854,1
00-0029822,00-0030670,1
00-0029822,00-0030705,1
00-0029822,00-0031102,1
00-0029822,00-0031344,1
00-0029822,00-0031609,1
00-0029822,00-0031697,1
00-0029822,00-0032156,1
00-0029822,00-0032227,1
00-0029822,00-0032464,1
00-0029822,00-0032523,1
00-0029822,00-0032943,1
00-0029822,00-0032956,1
00-0029822,00-0032972,1
00-0029822,00-0033108,1
00-0029854,00-0031102,1
00-0029854,00-0031609,1
00-0029854,00-0031697,2
00-0029854,00-0032227,2
00-0029854,00-0032464,1
00-0029854,00-0032523,1
00-0029854,00-0032943,1
00-0029854,00-0032956,2
00-0029854,00-0032972,2
00-0029854,00-0033108,2
00-0030670,00-0031102,1
00-0030670,00-0031609,1
00-0030670,00-0031697,2
00-0030670,00-0032227,2
00-0030670,00-0032464,1
00-0030670,00-0032523,1
00-0030670,00-0032943,2
00-0030670,00-0032956,2
00-0030670,00-0032972,2
00-0030670,00-0033108,2
00-0030705,00-0031102,1
00-0030705,00-0031609,1
00-0030705,00-0031697,1
00-0030705,00-0032227,1
00-0030705,00-0032464,1
00-0030705,00-0032523,1
00-0030705,00-0032943,1
00-0030705,00-0032956,1
00-0030705,00-0032972,1
00-0030705,00-0033108,1
00-0031102,00-0031344,1
00-0031102,00-0031609,1
00-0031102,00-0031697,1
00-0031102,00-0032156,1
00-0031102,00-0032227,1
00-0031102,00-0032464,1
00-0031102,00-0032523,1
00-0031102,00-0032943,1
00-0031102,00-0032956,1
00-0031102,00-0032972,1
00-0031102,00-0033108,1
00-0031344,00-0031609,1
00-0031344,00-0031697,2
00-0031344,00-0032227,2
00-0031344,00-0032464,1
00-0031344,00-0032523,1
00-0031344,00-0032943,2
00-0031344,00-0032956,2
00-0031344,00-0032972,2
00-0031344,00-0033108,2
00-0031609,00-0031697,1
00-0031609,00-0032156,1
00-0031609,00-0032227,1
00-0031609,00-0032464,1
00-0031609,00-0032523,1
00-0031609,00-0032943,1
00-0031609,00-0032956,1
00-0031609,00-0032972,1
00-0031609,00-0033108,1
00-0031697,00-0032156,2
00-0031697,00-0032227,2
00-0031697,00-0032464,1
00-0031697,00-0032523,1
00-0031697,00-0032943,1
00-0031697,00-0032956,2
00-0031697,00-0032972,2
00-0031697,00-0033108,2
00-0032156,00-0032227,2
00-0032156,00-0032464,1
00-0032156,00-0032523,1
00-0032156,00-0032943,1
00-0032156,00-0032956,2
00-0032156,00-0032972,2
00-0032156,00-0033108,2
00-0032227,00-0032464,1
00-0032227,00-0032523,1
00-0032227,00-0032943,1
00-0032227,00-0032956,4
00-0032227,00-0032972,4
00-0032227,00-0033108,2
00-0032464,00-0032523,1
00-0032464,00-0032943,1
00-0032464,00-0032956,1
00-0032464,00-0032972,1
00-0032464,00-0033108,1
00-0032523,00-0032943,1
00-0032523,00-0032956,1
00-0032523,00-0032972,1
00-0032523,00-0033108,1
00-0032943,00-0032956,1
00-0032943,00-0032972,2
00-0032943,00-0033108,1
00-0032956,00-0032972,4
00-0032956,00-0033108,2
00-0032972,00-0033108,2
00-0026932,00-0027681,1
00-0026932,00-0032134,1
00-0026932,00-0032196,1
00-0026932,00-0032214,1
00-0026932,00-0032543,1
00-0026932,00-0032795,1
00-0026932,00-0033009,1
00-0027681,00-0027942,2
00-0027681,00-0027973,2
00-0027681,00-0030288,1
00-0027681,00-0030456,2
00-0027681,00-0030549,2
00-0027681,00-0030780,2
00-0027681,00-0031291,1
00-0027681,00-0031301,2
00-0027681,00-0032134,2
00-0027681,00-0032196,1
00-0027681,00-0032214,2
00-0027681,00-0032543,2
00-0027681,00-0032795,2
00-0027681,00-0033009,2
00-0027942,00-0032543,4
00-0027942,00-0032795,3
00-0027942,00-0033009,4
00-0027973,00-0032543,4
00-0027973,00-0032795,3
00-0027973,00-0033009,4
00-0030288,00-0032543,1
00-0030288,00-0032795,1
00-0030288,00-0033009,1
00-0030456,00-0032543,5
00-0030456,00-0032795,3
00-0030456,00-0033009,5
00-0030549,00-0032543,4
00-0030549,00-0032795,3
00-0030549,00-0033009,4
00-0030780,00-0032543,2
00-0030780,00-0032795,2
00-0030780,00-0033009,2
00-0031291,00-0032134,1
00-0031291,00-0032196,1
00-0031291,00-0032214,1
00-0031291,00-0032543,1
00-0031291,00-0032795,1
00-0031291,00-0033009,1
00-0031301,00-0032543,2
00-0031301,00-0032795,2
00-0031301,00-0033009,2
00-0032134,00-0032543,5
00-0032134,00-0032795,3
00-0032134,00-0033009,6
00-0032196,00-0032543,1
00-0032196,00-0032795,1
00-0032196,00-0033009,1
00-0032214,00-0032543,3
00-0032214,00-0032795,3
00-0032214,00-0033009,3
00-0032543,00-0032795,3
00-0032543,00-0033009,5
00-0032795,00-0033009,3
00-0027006,00-0028795,1
00-0027006,00-0032679,1
00-0027006,00-0033106,1
00-0027006,00-0033110,1
00-0027006,00-0033111,1
00-0027006,00-0033114,1
00-0027985,00-0028795,1
00-0027985,00-0032679,1
00-0027985,00-0033106,1
00-0027985,00-0033110,1
00-0027985,00-0033111,1
00-0027985,00-0033114,1
00-0028795,00-0028872,1
00-0028795,00-0028986,1
00-0028795,00-0029640,1
00-0028795,00-0029795,1
00-0028795,00-0030525,1
00-0028795,00-0031806,1
00-0028795,00-0031818,1
00-0028795,00-0032241,1
00-0028795,00-0032245,1
00-0028795,00-0032679,1
00-0028795,00-0033106,1
00-0028795,00-0033110,1
00-0028795,00-0033111,1
00-0028795,00-0033114,1
00-0028872,00-0032679,1
00-0028872,00-0033106,4
00-0028872,00-0033110,5
00-0028872,00-0033111,3
00-0028872,00-0033114,3
00-0028986,00-0032679,1
00-0028986,00-0033106,1
00-0028986,00-0033110,1
00-0028986,00-0033111,1
00-0028986,00-0033114,1
00-0029640,00-0032679,1
00-0029640,00-0033106,1
00-0029640,00-0033110,1
00-0029640,00-0033111,1
00-0029640,00-0033114,1
00-0029795,00-0032679,1
00-0029795,00-0033106,1
00-0029795,00-0033110,1
00-0029795,00-0033111,1
00-0029795,00-0033114,1
00-0030525,00-0032679,1
00-0030525,00-0033106,2
00-0030525,00-0033110,2
00-0030525,00-0033111,2
00-0030525,00-0033114,2
00-0031806,00-0032679,1
00-0031806,00-0033106,5
00-0031806,00-0033110,6
00-0031806,00-0033111,3
00-0031806,00-0033114,3
00-0031818,00-0032679,1
00-0031818,00-0033106,1
00-0031818,00-0033110,1
00-0031818,00-0033111,1
00-0031818,00-0033114,1
00-0032241,00-0032679,1
00-0032241,00-0033106,4
00-0032241,00-0033110,4
00-0032241,00-0033111,3
00-0032241,00-0033114,3
00-0032245,00-0032679,1
00-0032245,00-0033106,3
00-0032245,00-0033110,3
00-0032245,00-0033111,3
00-0032245,00-0033114,2
00-0032679,00-0033106,1
00-0032679,00-0033110,1
00-0032679,00-0033111,1
00-0032679,00-0033114,1
00-0033106,00-0033110,5
00-0033106,00-0033111,3
00-0033106,00-0033114,3
00-0033110,00-0033111,3
00-0033110,00-0033114,3
00-0033111,00-0033114,2
00-0027029,00-0027057,2
00-0027029,00-0030521,1
00-0027029,00-0031268,1
00-0027029,00-0032070,1
00-0027029,00-0032190,1
00-0027029,00-0032975,1
00-0027029,00-0033098,1
00-0027057,00-0028112,2
00-0027057,00-0028118,2
00-0027057,00-0030068,1
00-0027057,00-0030431,1
00-0027057,00-0030433,1
00-0027057,00-0030521,1
00-0027057,00-0030526,1
00-0027057,00-0030551,1
00-0027057,00-0031268,1
00-0027057,00-0031325,1
00-0027057,00-0032070,1
00-0027057,00-0032117,2
00-0027057,00-0032190,1
00-0027057,00-0032975,1
00-0027057,00-0033098,1
00-0028112,00-0030521,1
00-0028112,00-0031268,1
00-0028112,00-0032070,1
00-0028112,00-0032190,1
00-0028112,00-0032975,1
00-0028112,00-0033098,1
00-0028118,00-0030521,1
00-0028118,00-0031268,1
00-0028118,00-0032070,1
00-0028118,00-0032190,1
00-0028118,00-0032975,1
00-0028118,00-0033098,1
00-0030068,00-0030521,1
00-0030068,00-0031268,1
00-0030068,00-0032070,1
00-0030068,00-0032190,1
00-0030068,00-0032975,1
00-0030068,00-0033098,1
00-0030431,00-0030521,1
00-0030431,00-0031268,1
00-0030431,00-0032070,1
00-0030431,00-0032190,1
00-0030431,00-0032975,1
00-0030431,00-0033098,1
00-0030433,00-0030521,1
00-0030433,00-0031268,1
00-0030433,00-0032070,1
00-0030433,00-0032190,1
00-0030433,00-0032975,2
00-0030433,00-0033098,1
00-0030521,00-0030526,1
00-0030521,00-0030551,1
00-0030521,00-0031268,1
00-0030521,00-0031325,1
00-0030521,00-0032070,1
00-0030521,00-0032117,1
00-0030521,00-0032190,1
00-0030521,00-0032975,1
00-0030521,00-0033098,1
00-0030526,00-0031268,1
00-0030526,00-0032070,1
00-0030526,00-0032190,1
00-0030526,00-0032975,1
00-0030526,00-0033098,1
00-0030551,00-0031268,1
00-0030551,00-0032070,1
00-0030551,00-0032190,1
00-0030551,00-0032975,1
00-0030551,00-0033098,1
00-0031268,00-0031325,1
00-0031268,00-0032070,1
00-0031268,00-0032117,1
00-0031268,00-0032190,1
00-0031268,00-0032975,1
00-0031268,00-0033098,1
00-0031325,00-0032070,1
00-0031325,00-0032190,1
00-0031325,00-0032975,1
00-0031325,00-0033098,1
00-0032070,00-0032117,1
00-0032070,00-0032190,1
00-0032070,00-0032975,1
00-0032070,00-0033098,1
00-0032117,00-0032190,1
00-0032117,00-0032975,1
00-0032117,00-0033098,1
00-0032190,00-0032975,1
00-0032190,00-0033098,1
00-0032975,00-0033098,1
00-0027135,00-0028083,1
00-0027135,00-0030737,1
00-0027135,00-0030990,1
00-0027135,00-0032741,1
00-0027135,00-0032745,1
00-0028042,00-0028083,1
00-0028042,00-0030737,1
00-0028042,00-0030990,1
00-0028042,00-0032741,1
00-0028042,00-0032745,1
00-0028083,00-0029613,2
00-0028083,00-0030147,1
00-0028083,00-0030391,1
00-0028083,00-0030520,1
00-0028083,00-0030990,1
00-0028083,00-0031273,3
00-0028083,00-0031390,2
00-0028083,00-0031408,3
00-0028083,00-0031503,3
00-0028083,00-0032009,3
00-0028083,00-0032741,3
00-0028083,00-0032745,3
00-0029613,00-0030737,2
00-0029613,00-0030990,1
00-0029613,00-0032741,2
00-0029613,00-0032745,2
00-0030147,00-0030737,1
00-0030147,00-0030990,1
00-0030147,00-0032741,1
00-0030147,00-0032745,1
00-0030391,00-0030737,1
00-0030391,00-0030990,1
00-0030391,00-0031503,1
00-0030391,00-0032009,1
00-0030391,00-0032741,1
00-0030391,00-0032745,1
00-0030520,00-0030737,1
00-0030520,00-0030990,1
00-0030520,00-0031503,1
00-0030520,00-0032009,1
00-0030520,00-0032741,1
00-0030520,00-0032745,1
00-0030737,00-0030990,1
00-0030737,00-0031273,3
00-0030737,00-0031390,2
00-0030737,00-0031408,3
00-0030737,00-0031503,3
00-0030737,00-0032009,3
00-0030737,00-0032741,3
00-0030737,00-0032745,3
00-0030990,00-0031273,1
00-0030990,00-0031390,1
00-0030990,00-0031408,1
00-0030990,00-0031503,1
00-0030990,00-0032009,1
00-0030990,00-0032741,1
00-0030990,00-0032745,1
00-0031273,00-0032741,4
00-0031273,00-0032745,3
00-0031390,00-0032741,2
00-0031390,00-0032745,2
00-0031408,00-0032741,4
00-0031408,00-0032745,3
00-0031503,00-0032741,4
00-0031503,00-0032745,3
00-0032009,00-0032741,3
00-0032009,00-0032745,3
00-0032741,00-0032745,3
00-0027948,00-0028091,1
00-0027948,00-0029129,1
00-0027948,00-0030805,1
00-0027948,00-0031687,1
00-0027948,00-0031854,1
00-0027948,00-0032064,1
00-0027948,00-0032441,1
00-0027974,00-0028091,1
00-0027974,00-0029129,1
00-0027974,00-0030805,1
00-0027974,00-0031687,1
00-0027974,00-0031854,1
00-0027974,00-0032064,1
00-0027974,00-0032441,1
00-0027996,00-0028091,1
00-0027996,00-0029129,1
00-0027996,00-0030805,1
00-0027996,00-0031687,1
00-0027996,00-0031854,1
00-0027996,00-0032064,1
00-0027996,00-0032441,1
00-0028091,00-0028202,1
00-0028091,00-0028409,1
00-0028091,00-0028903,1
00-0028091,00-0029129,1
00-0028091,00-0030470,1
00-0028091,00-0030805,1
00-0028091,00-0031045,1
00-0028091,00-0031687,1
00-0028091,00-0031854,1
00-0028091,00-0032062,1
00-0028091,00-0032063,1
00-0028091,00-0032064,1
00-0028091,00-0032441,1
00-0028202,00-0029129,1
00-0028202,00-0030805,1
00-0028202,00-0031687,1
00-0028202,00-0031854,1
00-0028202,00-0032064,1
00-0028202,00-0032441,1
00-0028409,00-0029129,1
00-0028409,00-0030805,1
00-0028409,00-0031687,1
00-0028409,00-0031854,1
00-0028409,00-0032064,1
00-0028409,00-0032441,1
00-0028903,00-0029129,1
00-0028903,00-0030805,1
00-0028903,00-0031687,3
00-0028903,00-0031854,1
00-0028903,00-0032064,1
00-0028903,00-0032441,1
00-0029129,00-0030470,1
00-0029129,00-0030805,1
00-0029129,00-0031045,1
00-0029129,00-0031687,1
00-0029129,00-0031854,1
00-0029129,00-0032062,1
00-0029129,00-0032063,1
00-0029129,00-0032064,1
00-0029129,00-0032441,1
00-0030470,00-0030805,1
00-0030470,00-0031687,1
00-0030470,00-0031854,1
00-0030470,00-0032064,1
00-0030470,00-0032441,1
00-0030805,00-0031045,1
00-0030805,00-0031687,1
00-0030805,00-0031854,1
00-0030805,00-0032062,1
00-0030805,00-0032063,1
00-0030805,00-0032064,1
00-0030805,00-0032441,1
00-0031045,00-0031687,2
00-0031045,00-0031854,1
00-0031045,00-0032064,1
00-0031045,00-0032441,1
00-0031687,00-0031854,1
00-0031687,00-0032062,1
00-0031687,00-0032063,1
00-0031687,00-0032064,1
00-0031687,00-0032441,1
00-0031854,00-0032062,1
00-0031854,00-0032063,1
00-0031854,00-0032064,1
00-0031854,00-0032441,1
00-0032062,00-0032064,1
00-0032062,00-0032441,1
00-0032063,00-0032064,1
00-0032063,00-0032441,1
00-0032064,00-0032441,1
00-0029510,00-0029615,1
00-0029510,00-0029682,1
00-0029510,00-0032404,1
00-0029510,00-0032725,1
00-0029510,00-0032739,1
