Source,Target,Weight
00-0032562,00-0033288,176.42
00-0032562,00-0033292,35.22
00-0032562,00-0033306,6.72
00-0032562,00-0033307,78.42
00-0032562,00-0033308,141.22
00-0032562,00-0033319,129.20000000000002
00-0032562,00-0033936,80.7
00-0032562,00-0034073,7.119999999999999
00-0032562,00-0034115,38.12
00-0032562,00-0034286,30.72
00-0032562,00-0034860,82.22
00-0033288,00-0033306,177.42
00-0033288,00-0033319,637.58
00-0033288,00-0034073,938.42
00-0033288,00-0034115,794.02
00-0033288,00-0034286,490.92
00-0033288,00-0034860,421.06
00-0033292,00-0033306,36.22
00-0033292,00-0033319,283.58000000000004
00-0033292,00-0034073,75.72
00-0033292,00-0034115,205.52
00-0033292,00-0034286,114.22
00-0033292,00-0034860,111.72
00-0033306,00-0033307,79.42
00-0033306,00-0033308,142.22
00-0033306,00-0033319,130.20000000000002
00-0033306,00-0033936,81.7
00-0033306,00-0034073,8.12
00-0033306,00-0034115,39.12
00-0033306,00-0034286,31.72
00-0033306,00-0034860,83.22
00-0033307,00-0033319,481.18000000000006
00-0033307,00-0034073,294.72
00-0033307,00-0034115,449.32000000000005
00-0033307,00-0034286,334.52
00-0033307,00-0034860,261.06
00-0033308,00-0033319,348.6
00-0033308,00-0034073,247.92000000000002
00-0033308,00-0034115,303.72
00-0033308,00-0034286,413.32000000000005
00-0033308,00-0034860,325.46000000000004
00-0033319,00-0033936,372.74
00-0033319,00-0034073,298.18000000000006
00-0033319,00-0034115,452.78000000000003
00-0033319,00-0034286,337.98
00-0033319,00-0034860,228.94000000000003
00-0033936,00-0034073,164.88000000000002
00-0033936,00-0034115,294.68000000000006
00-0033936,00-0034286,203.38000000000002
00-0033936,00-0034860,157.20000000000002
00-0034073,00-0034115,321.9200000000001
00-0034073,00-0034286,151.52
00-0034073,00-0034860,128.26000000000002
00-0034115,00-0034286,306.12
00-0034115,00-0034860,184.06
00-0034286,00-0034860,153.16
00-0025418,00-0027996,91.82
00-0025418,00-0028128,137.02
00-0025418,00-0029205,61.02
00-0025418,00-0029572,214.02
00-0025418,00-0031395,60.42
00-0025418,00-0031800,72.72
00-0025418,00-0033296,152.22
00-0025418,00-0034365,195.42000000000002
00-0025418,00-0034577,334.54
00-0025418,00-0034827,378.02
00-0027939,00-0027996,321.32000000000005
00-0027939,00-0028128,311.50000000000006
00-0027939,00-0029205,290.52000000000004
00-0027939,00-0029572,388.50000000000006
00-0027939,00-0031395,289.9200000000001
00-0027939,00-0031800,302.22
00-0027939,00-0033296,326.70000000000005
00-0027939,00-0034365,475.06000000000006
00-0027939,00-0034577,509.0200000000001
00-0027939,00-0034827,783.36
00-0027996,00-0028128,44.72
00-0027996,00-0029205,40.92
00-0027996,00-0029572,93.32
00-0027996,00-0031395,40.32
00-0027996,00-0031484,49.92
00-0027996,00-0031599,53.12
00-0027996,00-0031800,52.62
00-0027996,00-0031868,39.519999999999996
00-0027996,00-0032055,117.62
00-0027996,00-0033280,317.22
00-0027996,00-0033282,138.52
00-0027996,00-0033296,52.72
00-0027996,00-0034365,84.02
00-0027996,00-0034577,65.26
00-0027996,00-0034827,142.72
00-0028128,00-0029205,13.919999999999998
00-0028128,00-0029572,95.72
00-0028128,00-0030465,19.12
00-0028128,00-0031395,13.32
00-0028128,00-0031484,24.52
00-0028128,00-0031599,26.119999999999997
00-0028128,00-0031800,25.619999999999997
00-0028128,00-0031868,12.52
00-0028128,00-0032055,90.62
00-0028128,00-0033280,645.9200000000001
00-0028128,00-0033282,229.72
00-0028128,00-0033296,33.92
00-0028128,00-0034365,77.12
00-0028128,00-0034577,216.23999999999998
00-0028128,00-0034827,259.72
00-0029205,00-0029572,62.52
00-0029205,00-0030465,15.32
00-0029205,00-0031395,9.52
00-0029205,00-0031484,19.119999999999997
00-0029205,00-0031599,22.32
00-0029205,00-0031800,21.82
00-0029205,00-0031868,8.719999999999999
00-0029205,00-0032055,86.82000000000001
00-0029205,00-0033280,286.42
00-0029205,00-0033282,107.72
00-0029205,00-0033296,21.919999999999998
00-0029205,00-0034365,53.22
00-0029205,00-0034577,34.46
00-0029205,00-0034827,111.92
00-0029572,00-0030465,67.72
00-0029572,00-0031395,61.92
00-0029572,00-0031484,101.52
00-0029572,00-0031599,74.72
00-0029572,00-0031800,74.22
00-0029572,00-0031868,61.12
00-0029572,00-0032055,139.22
00-0029572,00-0033280,722.9200000000001
00-0029572,00-0033282,306.72
00-0029572,00-0033296,110.91999999999999
00-0029572,00-0034365,154.12
00-0029572,00-0034577,293.24
00-0029572,00-0034827,336.72
00-0030465,00-0031395,14.719999999999999
00-0030465,00-0031484,24.32
00-0030465,00-0031599,27.52
00-0030465,00-0031800,27.02
00-0030465,00-0031868,13.920000000000002
00-0030465,00-0032055,92.02000000000001
00-0030465,00-0033280,291.62
00-0030465,00-0033282,112.92
00-0030465,00-0033296,27.119999999999997
00-0030465,00-0034365,58.419999999999995
00-0030465,00-0034577,39.66
00-0030465,00-0034827,117.12
00-0031395,00-0031484,18.52
00-0031395,00-0031599,21.72
00-0031395,00-0031800,250.84
00-0031395,00-0031868,8.120000000000001
00-0031395,00-0032055,86.22
00-0031395,00-0033280,285.82000000000005
00-0031395,00-0033282,118.67999999999999
00-0031395,00-0033296,21.32
00-0031395,00-0034365,52.62
00-0031395,00-0034577,49.519999999999996
00-0031395,00-0034827,111.32
00-0031484,00-0031800,30.82
00-0031484,00-0033296,47.62
00-0031484,00-0034365,108.62
00-0031484,00-0034577,222.04
00-0031484,00-0034827,416.22
00-0031599,00-0031800,34.02
00-0031599,00-0033296,34.12
00-0031599,00-0034365,65.42
00-0031599,00-0034577,46.66
00-0031599,00-0034827,124.12
00-0031800,00-0031868,86.42
00-0031800,00-0032055,98.52000000000001
00-0031800,00-0033280,298.12
00-0031800,00-0033282,573.34
00-0031800,00-0033296,33.62
00-0031800,00-0034365,64.92
00-0031800,00-0034577,357.44000000000005
00-0031800,00-0034827,123.62
00-0031868,00-0033296,20.52
00-0031868,00-0034365,51.81999999999999
00-0031868,00-0034577,33.06
00-0031868,00-0034827,110.52
00-0032055,00-0033296,98.62
00-0032055,00-0034365,129.92000000000002
00-0032055,00-0034577,111.16
00-0032055,00-0034827,188.62
00-0033280,00-0033296,737.22
00-0033280,00-0034365,907.52
00-0033280,00-0034577,843.44
00-0033280,00-0034827,1340.8200000000002
00-0033282,00-0033296,479.22
00-0033282,00-0034365,443.72
00-0033282,00-0034577,438.94
00-0033282,00-0034827,751.32
00-0033296,00-0034365,115.52
00-0033296,00-0034577,231.43999999999997
00-0033296,00-0034827,423.12
00-0034365,00-0034577,274.64
00-0034365,00-0034827,803.22
00-0034577,00-0034827,457.24
00-0026197,00-0028074,55.84
00-0026197,00-0030155,41.78
00-0026197,00-0030414,68.28
00-0026197,00-0030506,991.5799999999999
00-0026197,00-0030668,16.779999999999998
00-0026197,00-0030874,131.78
00-0026197,00-0031060,16.68
00-0026197,00-0031325,174.94
00-0026197,00-0031359,51.18
00-0026197,00-0032128,66.58
00-0026197,00-0032775,208.62
00-0026197,00-0033040,814.62
00-0026197,00-0033474,37.04
00-0026197,00-0033481,45.839999999999996
00-0026197,00-0033873,1868.0
00-0026197,00-0033923,211.38
00-0026197,00-0034301,264.9200000000001
00-0028074,00-0030874,325.32000000000005
00-0028074,00-0031325,296.82000000000005
00-0028074,00-0031359,65.52
00-0028074,00-0033474,33.120000000000005
00-0028074,00-0033481,30.619999999999997
00-0028074,00-0034301,164.22
00-0030155,00-0030874,164.92
00-0030155,00-0031325,130.82
00-0030155,00-0031359,84.32
00-0030155,00-0033474,43.62
00-0030155,00-0033481,41.02
00-0030155,00-0034301,60.32
00-0030414,00-0030874,374.82000000000005
00-0030414,00-0031325,287.32000000000005
00-0030414,00-0031359,110.82
00-0030414,00-0032775,202.02
00-0030414,00-0033474,70.12
00-0030414,00-0033481,67.52000000000001
00-0030414,00-0033873,918.6
00-0030414,00-0033923,271.02000000000004
00-0030414,00-0034301,146.92
00-0030506,00-0030874,719.3199999999999
00-0030506,00-0031325,945.28
00-0030506,00-0031359,260.42
00-0030506,00-0033474,482.48
00-0030506,00-0033481,962.46
00-0030506,00-0034301,1184.8600000000001
00-0030668,00-0030874,139.92
00-0030668,00-0031325,105.82
00-0030668,00-0031359,59.32
00-0030668,00-0033474,18.619999999999997
00-0030668,00-0033481,16.02
00-0030668,00-0034301,35.32
00-0030874,00-0031060,139.82
00-0030874,00-0031325,519.62
00-0030874,00-0031359,174.32
00-0030874,00-0032128,189.72
00-0030874,00-0032775,434.32000000000005
00-0030874,00-0033040,739.12
00-0030874,00-0033474,133.62
00-0030874,00-0033481,131.02
00-0030874,00-0033873,1150.8999999999999
00-0030874,00-0033923,334.52
00-0030874,00-0034301,379.22
00-0031060,00-0031325,105.72
00-0031060,00-0031359,59.22
00-0031060,00-0033474,18.52
00-0031060,00-0033481,15.919999999999998
00-0031060,00-0034301,35.22
00-0031325,00-0031359,140.22
00-0031325,00-0032128,155.62
00-0031325,00-0032775,562.0200000000001
00-0031325,00-0033040,982.12
00-0031325,00-0033474,152.22
00-0031325,00-0033481,149.72
00-0031325,00-0033873,1546.6999999999998
00-0031325,00-0033923,300.42
00-0031325,00-0034301,402.92
00-0031359,00-0032128,109.12
00-0031359,00-0032775,105.22
00-0031359,00-0033040,317.72
00-0031359,00-0033474,53.019999999999996
00-0031359,00-0033481,50.42
00-0031359,00-0033873,509.62
00-0031359,00-0033923,253.92
00-0031359,00-0034301,69.72
00-0032128,00-0033474,68.42
00-0032128,00-0033481,65.82000000000001
00-0032128,00-0034301,85.12
00-0032775,00-0033474,130.62
00-0032775,00-0033481,182.51999999999998
00-0032775,00-0034301,532.42
00-0033040,00-0033474,556.82
00-0033040,00-0033481,788.5200000000001
00-0033040,00-0034301,1230.72
00-0033474,00-0033481,11.82
00-0033474,00-0033873,901.52
00-0033474,00-0033923,213.22
00-0033474,00-0034301,89.52
00-0033481,00-0033873,1838.8799999999999
00-0033481,00-0033923,210.61999999999998
00-0033481,00-0034301,238.82000000000002
00-0033873,00-0034301,2023.14
00-0033923,00-0034301,229.92
00-0026213,00-0028093,16.62
00-0026213,00-0030112,11.219999999999999
00-0026213,00-0031045,95.52000000000001
00-0026213,00-0031339,89.92
00-0026213,00-0031407,180.34
00-0026213,00-0031418,22.119999999999997
00-0026213,00-0031731,17.82
00-0026213,00-0032062,13.82
00-0026213,00-0032170,11.120000000000001
00-0026213,00-0032209,125.22
00-0026213,00-0032593,8.62
00-0026213,00-0032634,13.219999999999999
00-0026213,00-0033104,45.779999999999994
00-0026213,00-0033681,58.22
00-0026213,00-0033839,122.62
00-0026213,00-0033856,105.52000000000001
00-0026213,00-0034427,10.719999999999999
00-0026213,00-0034437,7.279999999999999
00-0026213,00-0034777,22.52
00-0028093,00-0030112,19.32
00-0028093,00-0031045,103.62
00-0028093,00-0031339,98.02
00-0028093,00-0031407,188.44
00-0028093,00-0031418,30.22
00-0028093,00-0031731,25.919999999999998
00-0028093,00-0031951,36.62
00-0028093,00-0032062,21.919999999999998
00-0028093,00-0032170,19.22
00-0028093,00-0032209,133.32
00-0028093,00-0032593,16.72
00-0028093,00-0032634,21.32
00-0028093,00-0033104,53.879999999999995
00-0028093,00-0033681,66.32000000000001
00-0028093,00-0033839,130.72
00-0028093,00-0033856,113.62
00-0028093,00-0034427,18.82
00-0028093,00-0034437,15.379999999999999
00-0028093,00-0034777,30.619999999999997
00-0030112,00-0031045,98.22
00-0030112,00-0031339,92.61999999999999
00-0030112,00-0031418,24.82
00-0030112,00-0032062,16.52
00-0030112,00-0032170,13.82
00-0030112,00-0032593,11.32
00-0030112,00-0032634,15.919999999999998
00-0030112,00-0033104,48.48
00-0030112,00-0034427,13.419999999999998
00-0030112,00-0034437,9.98
00-0030112,00-0034777,25.22
00-0031045,00-0031339,176.92
00-0031045,00-0031407,267.34000000000003
00-0031045,00-0031418,109.12
00-0031045,00-0031731,104.82000000000001
00-0031045,00-0031951,175.72
00-0031045,00-0032170,98.12
00-0031045,00-0032209,212.22
00-0031045,00-0032593,95.62
00-0031045,00-0032634,100.22
00-0031045,00-0033104,132.78
00-0031045,00-0033681,145.22
00-0031045,00-0033839,209.62
00-0031045,00-0033856,192.52
00-0031045,00-0034427,97.72
00-0031045,00-0034437,94.28
00-0031045,00-0034777,170.72
00-0031339,00-0031407,261.74
00-0031339,00-0031418,103.52
00-0031339,00-0031731,99.22
00-0031339,00-0031951,109.91999999999999
00-0031339,00-0032062,95.22
00-0031339,00-0032170,92.52
00-0031339,00-0032209,206.61999999999998
00-0031339,00-0032593,90.02
00-0031339,00-0032634,94.61999999999999
00-0031339,00-0033104,127.17999999999999
00-0031339,00-0033681,139.62
00-0031339,00-0033839,204.02
00-0031339,00-0033856,186.92
00-0031339,00-0034427,92.11999999999999
00-0031339,00-0034437,88.67999999999999
00-0031339,00-0034777,103.92
00-0031407,00-0031418,193.94
00-0031407,00-0032062,185.64
00-0031407,00-0032593,180.44
00-0031407,00-0032634,185.04
00-0031407,00-0033104,217.6
00-0031407,00-0034427,182.54
00-0031407,00-0034437,179.1
00-0031407,00-0034777,194.34
00-0031418,00-0031731,31.419999999999998
00-0031418,00-0031951,42.12
00-0031418,00-0032062,27.419999999999998
00-0031418,00-0032170,24.72
00-0031418,00-0032209,138.82
00-0031418,00-0032634,26.82
00-0031418,00-0033104,59.379999999999995
00-0031418,00-0033681,71.82
00-0031418,00-0033839,136.22
00-0031418,00-0033856,119.12
00-0031418,00-0034427,24.32
00-0031418,00-0034437,20.88
00-0031418,00-0034777,36.12
00-0031731,00-0032062,23.119999999999997
00-0031731,00-0032593,17.919999999999998
00-0031731,00-0032634,22.519999999999996
00-0031731,00-0033104,55.08
00-0031731,00-0034427,20.02
00-0031731,00-0034437,16.58
00-0031731,00-0034777,31.82
00-0031951,00-0032062,33.82
00-0031951,00-0032170,31.119999999999997
00-0031951,00-0032593,28.619999999999997
00-0031951,00-0032634,33.22
00-0031951,00-0033104,65.78
00-0031951,00-0034427,30.72
00-0031951,00-0034437,55.22
00-0031951,00-0034777,403.2200000000001
00-0032062,00-0032170,16.419999999999998
00-0032062,00-0032209,130.52
00-0032062,00-0032593,13.919999999999998
00-0032062,00-0032634,18.52
00-0032062,00-0033104,51.08
00-0032062,00-0033681,63.52
00-0032062,00-0033839,127.92
00-0032062,00-0033856,110.82000000000001
00-0032062,00-0034427,16.02
00-0032062,00-0034437,12.58
00-0032062,00-0034777,27.82
00-0032170,00-0032593,11.219999999999999
00-0032170,00-0032634,15.82
00-0032170,00-0033104,48.379999999999995
00-0032170,00-0033681,60.82
00-0032170,00-0033839,125.22
00-0032170,00-0033856,108.12
00-0032170,00-0034427,13.32
00-0032170,00-0034437,9.879999999999999
00-0032170,00-0034777,25.119999999999997
00-0032209,00-0032593,125.32
00-0032209,00-0032634,129.92
00-0032209,00-0033104,162.48
00-0032209,00-0034427,127.41999999999999
00-0032209,00-0034437,123.97999999999999
00-0032209,00-0034777,139.22
00-0032593,00-0032634,13.32
00-0032593,00-0033104,45.879999999999995
00-0032593,00-0033681,58.32
00-0032593,00-0033839,122.72
00-0032593,00-0033856,105.62
00-0032593,00-0034427,10.82
00-0032593,00-0034437,7.38
00-0032593,00-0034777,22.619999999999997
00-0032634,00-0033104,50.48
00-0032634,00-0033681,62.92
00-0032634,00-0033839,127.32
00-0032634,00-0033856,110.22
00-0032634,00-0034427,15.419999999999998
00-0032634,00-0034437,11.98
00-0032634,00-0034777,27.22
00-0033104,00-0033681,95.47999999999999
00-0033104,00-0033839,159.88
00-0033104,00-0033856,142.78
00-0033104,00-0034427,47.98
00-0033104,00-0034437,44.53999999999999
00-0033104,00-0034777,59.779999999999994
00-0033681,00-0034427,60.42
00-0033681,00-0034437,112.32
00-0033681,00-0034777,480.72
00-0033839,00-0034427,124.82
00-0033839,00-0034437,212.72
00-0033839,00-0034777,481.12
00-0033856,00-0034427,107.72
00-0033856,00-0034437,288.32000000000005
00-0033856,00-0034777,455.7200000000001
00-0034427,00-0034437,9.48
00-0034427,00-0034777,24.72
00-0034437,00-0034777,174.72
00-0026544,00-0029091,41.62
00-0026544,00-0029319,58.519999999999996
00-0026544,00-0029657,41.519999999999996
00-0026544,00-0029795,38.519999999999996
00-0026544,00-0030422,36.32
00-0026544,00-0031228,213.32
00-0026544,00-0031428,336.92
00-0026544,00-0031545,44.62
00-0026544,00-0031595,36.02
00-0026544,00-0032661,79.02
00-0026544,00-0032773,37.42
00-0026544,00-0032780,198.92
00-0026544,00-0033373,50.72
00-0026544,00-0033556,311.96000000000004
00-0026544,00-0033869,544.28
00-0026544,00-0033896,84.91999999999999
00-0026544,00-0034353,227.54
00-0026544,00-0034426,89.22
00-0029091,00-0029319,35.02
00-0029091,00-0029657,18.02
00-0029091,00-0029795,15.02
00-0029091,00-0030422,12.82
00-0029091,00-0030710,105.02
00-0029091,00-0031228,102.52
00-0029091,00-0031428,130.52
00-0029091,00-0031545,21.119999999999997
00-0029091,00-0031595,12.52
00-0029091,00-0032661,17.62
00-0029091,00-0032773,13.919999999999998
00-0029091,00-0032780,175.42
00-0029091,00-0033373,27.22
00-0029091,00-0033556,177.55999999999997
00-0029091,00-0033869,291.96000000000004
00-0029091,00-0033896,26.02
00-0029091,00-0034353,102.54
00-0029091,00-0034426,15.120000000000001
00-0029319,00-0029657,34.92
00-0029319,00-0030710,121.91999999999999
00-0029319,00-0031228,119.41999999999999
00-0029319,00-0031428,147.42
00-0029319,00-0032773,30.82
00-0029319,00-0033373,44.120000000000005
00-0029319,00-0034353,119.44
00-0029319,00-0034426,32.02
00-0029657,00-0029795,14.919999999999998
00-0029657,00-0030422,12.719999999999999
00-0029657,00-0030710,104.91999999999999
00-0029657,00-0031228,102.41999999999999
00-0029657,00-0031428,130.42
00-0029657,00-0031545,21.02
00-0029657,00-0031595,12.419999999999998
00-0029657,00-0032661,17.52
00-0029657,00-0032773,13.82
00-0029657,00-0032780,175.32
00-0029657,00-0033373,27.119999999999997
00-0029657,00-0033556,177.45999999999998
00-0029657,00-0033869,291.86000000000007
00-0029657,00-0033896,25.919999999999998
00-0029657,00-0034353,102.44
00-0029657,00-0034426,15.02
00-0029795,00-0030710,101.91999999999999
00-0029795,00-0031228,99.41999999999999
00-0029795,00-0031428,127.41999999999999
00-0029795,00-0032661,14.52
00-0029795,00-0032773,10.82
00-0029795,00-0033373,24.12
00-0029795,00-0034353,99.44
00-0029795,00-0034426,12.02
00-0030422,00-0030710,99.72
00-0030422,00-0031228,97.22
00-0030422,00-0031428,125.22
00-0030422,00-0032661,12.32
00-0030422,00-0032773,8.62
00-0030422,00-0033373,21.919999999999998
00-0030422,00-0034353,97.24000000000001
00-0030422,00-0034426,9.82
00-0030710,00-0031228,259.12
00-0030710,00-0031428,382.72
00-0030710,00-0031545,108.02
00-0030710,00-0031595,99.41999999999999
00-0030710,00-0032661,124.82
00-0030710,00-0032773,100.82
00-0030710,00-0032780,262.32000000000005
00-0030710,00-0033373,114.11999999999999
00-0030710,00-0033556,357.76000000000005
00-0030710,00-0033869,590.08
00-0030710,00-0033896,130.72
00-0030710,00-0034353,273.34000000000003
00-0030710,00-0034426,135.02
00-0031228,00-0031428,433.12
00-0031228,00-0031545,105.52
00-0031228,00-0031595,96.91999999999999
00-0031228,00-0032661,175.22
00-0031228,00-0032773,98.32
00-0031228,00-0032780,259.82
00-0031228,00-0033373,111.61999999999999
00-0031228,00-0033556,408.16
00-0031228,00-0033869,640.48
00-0031228,00-0033896,181.11999999999998
00-0031228,00-0034353,323.74
00-0031228,00-0034426,185.42
00-0031428,00-0031545,133.52
00-0031428,00-0031595,124.91999999999999
00-0031428,00-0032661,298.82000000000005
00-0031428,00-0032773,126.32
00-0031428,00-0032780,287.82000000000005
00-0031428,00-0033373,139.62
00-0031428,00-0033556,709.66
00-0031428,00-0033869,1175.0200000000002
00-0031428,00-0033896,304.72
00-0031428,00-0034353,675.84
00-0031428,00-0034426,489.22
00-0031545,00-0032773,16.919999999999998
00-0031545,00-0033373,30.22
00-0031545,00-0034353,105.54
00-0031545,00-0034426,18.119999999999997
00-0031595,00-0032661,12.02
00-0031595,00-0032773,8.32
00-0031595,00-0033373,21.62
00-0031595,00-0034353,96.94
00-0031595,00-0034426,9.52
00-0032661,00-0032773,13.42
00-0032661,00-0033373,26.72
00-0032661,00-0033556,273.86
00-0032661,00-0033869,506.18000000000006
00-0032661,00-0033896,46.82
00-0032661,00-0034353,189.44000000000003
00-0032661,00-0034426,51.12
00-0032773,00-0032780,171.22
00-0032773,00-0033373,23.02
00-0032773,00-0033556,173.35999999999999
00-0032773,00-0033869,287.76000000000005
00-0032773,00-0033896,21.82
00-0032773,00-0034353,98.34
00-0032773,00-0034426,10.92
00-0032780,00-0033373,184.52
00-0032780,00-0034353,259.84000000000003
00-0032780,00-0034426,172.42
00-0033373,00-0033556,186.66
00-0033373,00-0033869,301.06000000000006
00-0033373,00-0033896,35.12
00-0033373,00-0034353,111.64
00-0033373,00-0034426,24.22
00-0033556,00-0034353,495.98
00-0033556,00-0034426,309.36
00-0033869,00-0034353,883.46
00-0033869,00-0034426,696.84
00-0033896,00-0034353,195.34
00-0033896,00-0034426,57.019999999999996
00-0034353,00-0034426,275.5400000000001
00-0027440,00-0028872,9.66
00-0027440,00-0029848,9.82
00-0027440,00-0029854,103.12
00-0027440,00-0030431,206.02
00-0027440,00-0031236,201.02
00-0027440,00-0031806,42.519999999999996
00-0027440,00-0032241,349.72
00-0027440,00-0032245,8.14
00-0027440,00-0032793,14.120000000000001
00-0027440,00-0033106,351.12
00-0027440,00-0033110,60.82
00-0027440,00-0033111,8.12
00-0027440,00-0033246,8.62
00-0027440,00-0033760,10.02
00-0027440,00-0033895,66.72
00-0027440,00-0033908,103.22
00-0027440,00-0033943,93.72
00-0027440,00-0034808,18.22
00-0027440,00-0034854,9.82
00-0028872,00-0029848,8.96
00-0028872,00-0029854,102.26
00-0028872,00-0031236,274.78000000000003
00-0028872,00-0033246,10.46
00-0028872,00-0034808,17.38
00-0028872,00-0034854,8.96
00-0029848,00-0029854,102.42
00-0029848,00-0030431,205.32
00-0029848,00-0031236,200.32
00-0029848,00-0031806,41.82
00-0029848,00-0032241,349.02000000000004
00-0029848,00-0032245,7.4399999999999995
00-0029848,00-0032793,13.42
00-0029848,00-0033106,350.42
00-0029848,00-0033110,60.120000000000005
00-0029848,00-0033111,7.42
00-0029848,00-0033246,7.92
00-0029848,00-0033760,9.32
00-0029848,00-0033895,66.02000000000001
00-0029848,00-0033908,102.52
00-0029848,00-0033943,93.02
00-0029848,00-0034808,17.52
00-0029848,00-0034854,9.12
00-0029854,00-0030431,298.62
00-0029854,00-0031236,293.62
00-0029854,00-0031806,135.12
00-0029854,00-0032241,442.32000000000005
00-0029854,00-0032245,100.74
00-0029854,00-0032793,106.72
00-0029854,00-0033106,443.72
00-0029854,00-0033110,153.42
00-0029854,00-0033111,100.72
00-0029854,00-0033246,101.22
00-0029854,00-0033760,102.62
00-0029854,00-0033895,159.32
00-0029854,00-0033908,195.82
00-0029854,00-0033943,186.32
00-0029854,00-0034808,110.82
00-0029854,00-0034854,102.42
00-0030431,00-0031236,614.9200000000001
00-0030431,00-0033246,618.4200000000001
00-0030431,00-0034808,357.52000000000004
00-0030431,00-0034854,205.32
00-0031236,00-0031806,365.62
00-0031236,00-0032241,804.12
00-0031236,00-0032245,198.64000000000001
00-0031236,00-0032793,204.62
00-0031236,00-0033106,864.64
00-0031236,00-0033110,418.22
00-0031236,00-0033111,198.62
00-0031236,00-0033246,277.22
00-0031236,00-0033760,200.52
00-0031236,00-0033895,385.52000000000004
00-0031236,00-0033908,545.72
00-0031236,00-0033943,400.62
00-0031236,00-0034808,285.12
00-0031236,00-0034854,200.32
00-0031806,00-0033246,196.02
00-0031806,00-0034808,108.22
00-0031806,00-0034854,41.82
00-0032241,00-0033246,538.82
00-0032241,00-0034808,546.72
00-0032241,00-0034854,349.02000000000004
00-0032245,00-0033246,6.24
00-0032245,00-0034808,15.84
00-0032245,00-0034854,7.4399999999999995
00-0032793,00-0033246,12.219999999999999
00-0032793,00-0034808,21.82
00-0032793,00-0034854,13.42
00-0033106,00-0033246,868.78
00-0033106,00-0034808,607.24
00-0033106,00-0034854,562.62
00-0033110,00-0033246,341.72
00-0033110,00-0034808,160.82000000000002
00-0033110,00-0034854,60.120000000000005
00-0033111,00-0033246,6.22
00-0033111,00-0034808,15.82
00-0033111,00-0034854,7.42
00-0033246,00-0033760,8.12
00-0033246,00-0033895,177.42
00-0033246,00-0033908,789.9200000000001
00-0033246,00-0033943,221.42
00-0033246,00-0034808,19.82
00-0033246,00-0034854,7.92
00-0033760,00-0034808,17.72
00-0033760,00-0034854,9.32
00-0033895,00-0034808,128.12
00-0033895,00-0034854,66.02000000000001
00-0033908,00-0034808,288.32000000000005
00-0033908,00-0034854,102.52
00-0033943,00-0034808,143.22
00-0033943,00-0034854,162.32
00-0034808,00-0034854,17.52
00-0027685,00-0028263,149.14
00-0027685,00-0028986,347.84000000000003
00-0027685,00-0031744,163.94
00-0027685,00-0032089,136.24
00-0027685,00-0033375,170.14000000000001
00-0027685,00-0033564,141.44
00-0027685,00-0033597,132.84
00-0027685,00-0034054,137.34
00-0027685,00-0034064,133.42000000000002
00-0027685,00-0034109,320.74
00-0027685,00-0034348,227.23999999999998
00-0027685,00-0034370,169.23999999999998
00-0027685,00-0034838,220.23999999999998
00-0028263,00-0028986,236.82
00-0028263,00-0031744,52.92
00-0028263,00-0032089,25.22
00-0028263,00-0032227,62.019999999999996
00-0028263,00-0032956,39.62
00-0028263,00-0032972,71.72
00-0028263,00-0033375,59.120000000000005
00-0028263,00-0033564,30.419999999999998
00-0028263,00-0033597,21.819999999999997
00-0028263,00-0034054,26.32
00-0028263,00-0034064,22.4
00-0028263,00-0034109,209.72
00-0028263,00-0034348,116.22
00-0028263,00-0034370,58.22
00-0028263,00-0034838,109.22
00-0028986,00-0031744,251.62
00-0028986,00-0032089,223.92000000000002
00-0028986,00-0032227,260.72
00-0028986,00-0032956,279.44
00-0028986,00-0032972,270.42
00-0028986,00-0033375,257.82000000000005
00-0028986,00-0033564,229.12
00-0028986,00-0033597,220.52
00-0028986,00-0034054,225.02
00-0028986,00-0034064,221.1
00-0028986,00-0034109,408.4200000000001
00-0028986,00-0034348,314.92
00-0028986,00-0034370,256.92
00-0028986,00-0034838,307.92
00-0031744,00-0032089,40.019999999999996
00-0031744,00-0032227,76.82
00-0031744,00-0032956,54.42
00-0031744,00-0032972,86.52
00-0031744,00-0033375,73.92
00-0031744,00-0033564,45.22
00-0031744,00-0033597,36.62
00-0031744,00-0034054,41.12
00-0031744,00-0034064,37.2
00-0031744,00-0034109,224.52
00-0031744,00-0034348,131.02
00-0031744,00-0034370,73.02
00-0031744,00-0034838,124.02
00-0032089,00-0032227,49.12
00-0032089,00-0032956,26.72
00-0032089,00-0032972,58.81999999999999
00-0032089,00-0033375,46.22
00-0032089,00-0033564,17.52
00-0032089,00-0033597,8.92
00-0032089,00-0034054,13.42
00-0032089,00-0034064,9.5
00-0032089,00-0034109,196.82000000000002
00-0032089,00-0034348,103.32
00-0032089,00-0034370,45.31999999999999
00-0032089,00-0034838,96.32
00-0032227,00-0033375,122.22000000000001
00-0032227,00-0033564,54.32
00-0032227,00-0033597,45.72
00-0032227,00-0034054,50.22
00-0032227,00-0034064,63.699999999999996
00-0032227,00-0034109,413.72
00-0032227,00-0034348,307.94000000000005
00-0032227,00-0034370,135.22
00-0032227,00-0034838,249.72
00-0032956,00-0033375,92.72
00-0032956,00-0033564,31.919999999999998
00-0032956,00-0033597,23.319999999999997
00-0032956,00-0034054,27.82
00-0032956,00-0034064,34.2
00-0032956,00-0034109,384.22
