ID,name,team,position,college_name,college_conference,fantasy_points
00-0016919,Adam Vinatieri,NE,K,South Dakota State,Missouri Valley Football Conference,4.0
00-0022531,Jason Peters,BUF,T,Arkansas,Southeastern Conference,12.0
00-0022045,Terence Newman,DAL,CB,Kansas State,Big Twelve Conference,6.0
00-0022923,DeAngelo Hall,ATL,FS,Virginia Tech,Atlantic Coast Conference,0.0
00-0023252,Robbie Gould,CHI,K,Penn State,Big Ten Conference,0.0
00-0023467,Logan Mankins,NE,G,Fresno State,Western Athletic Conference,0.0
00-0024061,Tramon Williams,GB,CB,Louisiana Tech,Western Athletic Conference,6.0
00-0025555,Corey Graham,CHI,FS,New Hampshire,Colonial Athletic Association,6.0
00-0024330,Will Blackmon,GB,FS,Boston College,Atlantic Coast Conference,24.0
00-0026282,Zack Bowman,CHI,CB,Nebraska,Big Twelve Conference,6.0
00-0004091,Phil Dawson,CLE,K,Texas,Big Twelve Conference,8.0
00-0023740,Thomas Gafford,KC,LS,Houston,Conference USA,0.0
00-0026157,Gosder Cherilus,DET,T,Boston College,Atlantic Coast Conference,0.0
00-0026999,Michael Oher,BAL,T,Mississippi,Southeastern Conference,0.0
00-0023560,Todd Herremans,PHI,G,Saginaw Valley,Great Lakes Intercollegiate Athletic Conference,12.0
00-0024270,Andrew Whitworth,CIN,T,Louisiana State,Southeastern Conference,6.0
00-0024424,Zach Strief,NO,OT,Northwestern,Big Ten Conference,0.0
00-0026844,Garrison Sanborn,BUF,LS,Florida State,Atlantic Coast Conference,0.0
00-0027010,Patrick Chung,NE,SS,Oregon,Pacific Ten Conference,0.0
00-0027290,Cassius Vaughn,DEN,CB,Mississippi,Southeastern Conference,6.0
00-0027866,Earl Thomas,SEA,FS,Texas,Big Twelve Conference,6.0
00-0027887,Taylor Mays,SF,FS,Southern California,Pacific Twelve Conference,6.0
00-0026500,Matt Slauson,NYJ,G,Nebraska,Big Twelve Conference,0.0
00-0026516,Britton Colquitt,DEN,P,Tennessee,Southeastern Conference,0.0
00-0026997,Alex Mack,CLE,C,California,Pacific Ten Conference,0.0
00-0027060,Lardarius Webb,BAL,FS,Nicholls State,Southland Conference,12.0
00-0027136,Jason McCourty,TEN,FS,Rutgers,Big East,6.0
00-0027722,Mike Kafka,PHI,QB,Northwestern,Big Ten Conference,0.0
00-0028125,Allen Bradford,TB,LB,Southern California,Pacific Twelve Conference,1.0
00-0023441,Adam Jones,CIN,CB,West Virginia,Big East,32.0
00-0026151,Leodis McKelvin,BUF,CB,Troy,Sun Belt Conference,24.0
00-0026929,Andrew Gardner,HOU,OG,Georgia Tech,Atlantic Coast Conference,0.0
00-0027036,Will Beatty,NYG,T,Connecticut,Big East,0.0
00-0027067,Rashad Johnson,ARI,FS,Alabama,Southeastern Conference,6.0
00-0027573,Mitch Unrein,DEN,DT,Wyoming,Mountain West Conference,6.0
00-0027658,Zane Beadles,DEN,G,Utah,Mountain West Conference,0.0
00-0027717,Joe Hawley,ATL,C,Nevada-Las Vegas,Mountain West Conference,0.0
00-0027876,Tim Tebow,NYJ,TE,Florida,Southeastern Conference,346.0
00-0028092,Richard Sherman,SEA,CB,Stanford,Pacific Twelve Conference,6.0
00-0028180,Malcolm Smith,SEA,MLB,Southern California,Pacific Twelve Conference,6.0
00-0028441,Jeron Johnson,SEA,DB,Boise State,Mountain West Conference,6.0
00-0028536,Bryan Braman,HOU,LB,West Texas A&M,Lone Star Conference,6.0
00-0029422,Keith Tandy,TB,FS,West Virginia,Big East,1.0
00-0029530,Justin Bethel,ARI,CB,Presbyterian,Big South Conference,6.0
00-0029546,Senio Kelemete,ARI,G,Washington,Pacific Twelve Conference,1.0
00-0029693,Olivier Vernon,MIA,DE,Miami,Atlantic Coast Conference,6.0
00-0022740,Jared Allen,MIN,DE,Idaho State,Big Sky Conference,12.0
00-0025513,Dashon Goldson,TB,DB,Washington,Pacific Ten Conference,5.0
00-0025612,Brandon Fields,MIA,P,Michigan State,Big Ten Conference,-2.0
00-0026257,Quintin Demps,KC,SS,Texas-El Paso,Conference USA,12.0
00-0027103,Kevin Huber,CIN,P,Cincinnati,Big East,0.0
00-0027253,Thad Lewis,BUF,QB,Duke,Atlantic Coast Conference,69.0
00-0027583,Richie Brockel,CAR,TE,Boise State,Western Athletic Conference,9.0
00-0027853,Teddy Williams,ARI,DB,Texas-San Antonio,Conference USA,5.0
00-0027943,Patrick Peterson,ARI,CB,Louisiana State,Southeastern Conference,34.0
00-0028347,Spencer Lanning,CLE,P,South Carolina,Southeastern Conference,4.0
00-0028862,Bryce Harris,NO,T,Fresno State,Mountain West Conference,0.0
00-0028943,Steven Johnson,DEN,ILB,Kansas,Big Twelve Conference,6.0
00-0029794,Daren Bates,LA,ILB,Auburn,Southeastern Conference,6.0
00-0029984,Ryan Allen,NE,P,Louisiana Tech,Western Athletic Conference,0.0
00-0030127,Marcus Cooper,KC,CB,Rutgers,Big East,6.0
00-0030175,Ryan Spadola,NYJ,WR,Lehigh,Patriot League,0.0
00-0030441,Kyle Long,CHI,G,Oregon,Pacific Twelve Conference,-2.0
00-0030474,Josh Boyce,NE,WR,Texas Christian,Big Twelve Conference,12.0
00-0030573,Sheldon Richardson,NYJ,DT,Missouri,Southeastern Conference,12.0
00-0019714,Shane Lechler,HOU,P,Texas A&M,Big Twelve Conference,3.0
00-0021140,Julius Peppers,GB,DE,North Carolina,Atlantic Coast Conference,0.0
00-0023487,Khalif Barnes,LV,OT,Washington,Pacific Ten Conference,4.0
00-0024110,Steve Weatherford,NYG,P,Illinois,Big Ten Conference,5.0
00-0025424,Eric Weddle,LAC,FS,Utah,Pacific Twelve Conference,2.0
00-0025460,Jacoby Jones,BAL,WR,Lane,Southern Intercollegiate Athletic Conference,450.0
00-0027109,James Casey,PHI,FB,Rice,Conference USA,126.0
00-0027378,Chris Maragos,PHI,FS,Wisconsin,Big Ten Conference,6.0
00-0027422,Danny McCray,CHI,SS,Louisiana State,Southeastern Conference,0.0
00-0027701,Everson Griffen,MIN,DE,Southern California,Pacific Ten Conference,6.0
00-0027809,Mickey Shuler,JAX,TE,Penn State,Big Ten Conference,4.0
00-0027870,Maurkice Pouncey,PIT,C,Florida,Southeastern Conference,0.0
00-0027914,Andrew Sendejo,MIN,FS,Rice,Conference USA,4.0
00-0027950,Christian Ponder,MIN,QB,Florida State,Atlantic Coast Conference,430.0
00-0027955,Nate Solder,NE,T,Colorado,Big Twelve Conference,7.0
00-0027960,Anthony Castonzo,IND,T,Boston College,Atlantic Coast Conference,6.0
00-0027997,Greg Little,CIN,WR,North Carolina,Atlantic Coast Conference,240.0
00-0028080,Karl Klug,TEN,DT,Iowa,Big Ten Conference,0.0
00-0028086,Denarius Moore,LV,WR,Tennessee,Southeastern Conference,330.0
00-0028443,Mike Morgan,SEA,OLB,USC,Pacific Twelve Conference,6.0
00-0028532,Joseph Morgan,NO,WR,Walsh,Independent,71.0
00-0029151,Matt Simms,NYJ,QB,Tennessee,Southeastern Conference,11.0
00-0029260,LaMichael James,MIA,RB,Oregon,Pacific Twelve Conference,35.0
00-0029432,Chase Ford,MIN,TE,Miami,Atlantic Coast Conference,45.0
00-0029585,Chandler Jones,NE,DE,Syracuse,Big East,6.0
00-0029673,DeVier Posey,HOU,WR,Ohio State,Big Ten Conference,43.0
00-0029883,Joseph Fauria,DET,TE,UCLA,Pacific Twelve Conference,80.0
00-0029934,Rodney Smith,CLE,WR,Florida State,Atlantic Coast Conference,0.0
00-0030142,Brad Wing,PIT,P,Louisiana State,Southeastern Conference,0.0
00-0030486,Brian Schwenke,TEN,C,California,Pacific Twelve Conference,-1.0
00-0030650,Dewey McDonald,IND,LB,California (PA),Pennsylvania State Athletic Conference,0.0
00-0030661,Connor Shaw,CLE,QB,South Carolina,Southeastern Conference,3.0
00-0030897,Corey Washington,NYG,WR,Newberry,South Atlantic Conference,11.0
00-0030899,Garry Gilliam,SEA,OT,Penn State,Big Ten Conference,7.0
00-0030985,Trey Watts,LA,RB,Tulsa,Conference USA,4.0
00-0031243,Storm Johnson,JAX,RB,Central Florida,American Athletic Conference,20.0
00-0031367,Gabe Jackson,LV,G,Mississippi State,Southeastern Conference,0.0
00-0031450,Josh Harris,PIT,RB,Wake Forest,Atlantic Coast Conference,4.0
00-0007091,Matt Hasselbeck,IND,QB,Boston College,Atlantic Coast Conference,2313.0
00-0010346,Peyton Manning,DEN,QB,Tennessee,Southeastern Conference,4894.0
00-0018227,Charles Woodson,LV,FS,Michigan,Big Ten Conference,2.0
00-0022864,Luke McCown,NO,QB,Louisiana Tech,Western Athletic Conference,114.0
00-0023465,Heath Miller,PIT,TE,Virginia,Atlantic Coast Conference,1004.0
00-0023578,Dan Orlovsky,DET,QB,Connecticut,Big East,158.0
00-0023921,Miles Austin,PHI,WR,"Monmouth, N.J.",Northeast Conference,785.0
00-0025389,Calvin Johnson,DET,WR,Georgia Tech,Atlantic Coast Conference,1710.0
00-0026408,Joe Reitz,IND,OT,Western Michigan,Mid-American Conference,0.0
00-0026577,Marcus Thigpen,BUF,WR,Indiana,Big Ten Conference,37.0
00-0026578,Colt Anderson,IND,DB,Montana,Big Sky Conference,0.0
00-0026852,Darrel Young,WAS,FB,Villanova,Colonial Athletic Association,140.0
00-0027450,Preston Parker,NYG,WR,North Alabama,Gulf South Conference,136.0
00-0027758,Riley Cooper,PHI,WR,Florida,Southeastern Conference,366.0
00-0027825,Jim Dray,CLE,TE,Stanford,Pacific Ten Conference,76.0
00-0027862,Tyson Alualu,JAX,NT,California,Pacific Ten Conference,1.0
00-0027869,Mike Iupati,ARI,G,Idaho,Western Athletic Conference,1.0
00-0027949,J.J. Watt,HOU,DE,Wisconsin,Big Ten Conference,18.0
00-0028958,Cory Harkey,LA,TE,UCLA,Pacific Twelve Conference,41.0
00-0029191,DeShawn Shead,SEA,CB,Portland State,Big Sky Conference,1.0
00-0029234,Kellen Moore,DAL,QB,Boise State,Mountain West Conference,33.0
00-0029253,Mitchell Schwartz,CLE,T,California,Pacific Twelve Conference,0.0
00-0029262,Rueben Randle,NYG,WR,LSU,Southeastern Conference,384.0
00-0029264,Bernard Pierce,JAX,RB,Temple,American Athletic Conference,207.0
00-0029415,Keshawn Martin,NE,WR,Michigan State,Big Ten Conference,117.0
00-0029418,Najee Goode,PHI,OLB,West Virginia,Big East,6.0
00-0029438,Chris Polk,HOU,RB,Washington,Pacific Twelve Conference,139.0
00-0029531,Ryan Lindley,IND,QB,San Diego State,Mountain West Conference,44.0
00-0029534,Cooper Helfet,SEA,TE,Duke,Atlantic Coast Conference,43.0
00-0029563,Omar Bolden,DEN,FS,Arizona State,Pacific Twelve Conference,6.0
00-0029647,Kyle Wilber,DAL,OLB,Wake Forest,Atlantic Coast Conference,6.0
00-0029660,Trevor Graham,NO,WR,North Carolina State,Atlantic Coast Conference,103.0
00-0029729,Austin Johnson,NO,FB,Tennessee,Southeastern Conference,19.0
00-0029910,Timothy Wright,DET,TE,Rutgers,Big East,168.0
00-0030000,Kenbrell Thompkins,NYJ,WR,Cincinnati,American Athletic Conference,113.0
00-0030049,Chris Gragg,BUF,TE,Arkansas,Southeastern Conference,37.0
00-0030073,Duke Williams,BUF,SS,Nevada,Mountain West Conference,6.0
00-0030095,Corey Fuller,DET,WR,Virginia Tech,Atlantic Coast Conference,35.0
00-0030114,Jordan Poyer,CLE,SS,Oregon State,Pacific Twelve Conference,1.0
00-0030120,B.J. Daniels,HOU,WR,South Florida,Big East,2.0
00-0030154,Frankie Hammond,KC,WR,Florida,Southeastern Conference,5.0
00-0030247,George Winn,DET,RB,Cincinnati,Big East,7.0
00-0030248,Cierre Wood,BUF,RB,Notre Dame,Independent,0.0
00-0030274,Myles White,NYG,WR,Louisiana Tech,Western Athletic Conference,21.0
00-0030388,Joseph Randle,DAL,RB,Oklahoma State,Big Twelve Conference,150.0
00-0030392,Michael Mauti,NO,MLB,Penn State,Big Ten Conference,6.0
00-0030400,Marlon Brown,BAL,WR,Georgia,Southeastern Conference,137.0
00-0030405,Jeff Locke,MIN,P,UCLA,Pacific Twelve Conference,0.0
00-0030540,Aaron Dobson,NE,WR,Marshall,Conference USA,97.0
00-0030586,Ryan Nassib,NYG,QB,Syracuse,Big East,8.0
00-0030659,Jonathan Krause,PHI,WR,Vanderbilt,Southeastern Conference,1.0
00-0030807,Seantavius Jones,NO,WR,Valdosta State,Gulf South Conference,0.0
00-0030832,Asante Cleveland,NE,TE,Miami (Fla.),Atlantic Coast Conference,0.0
00-0030855,Zurlon Tipton,IND,RB,Central Michigan,Mid-American Conference,37.0
00-0030920,Javontee Herndon,LAC,WR,Arkansas,Southeastern Conference,20.0
00-0031203,Cairo Santos,KC,K,Tulane,American Athletic Conference,0.0
00-0031314,Wesley Johnson,NYJ,C,Vanderbilt,Southeastern Conference,0.0
00-0031327,Kevin Norwood,CAR,WR,Alabama,Southeastern Conference,10.0
00-0031413,Bishop Sankey,TEN,RB,Washington,Pacific Twelve Conference,123.0
00-0031526,Tyler Varga,IND,RB,Yale,Ivy League,2.0
00-0031531,Trey Williams,IND,RB,Texas A&M,Southeastern Conference,1.0
00-0031611,Josh Robinson,IND,RB,Mississippi State,Southeastern Conference,5.0
00-0031826,John Crockett,GB,RB,North Dakota State,Missouri Valley Football Conference,2.0
00-0031830,Alonzo Harris,GB,RB,Louisiana-Lafayette,Sun Belt Conference,1.0
00-0031962,Mario Alford,CIN,WR,West Virginia,Big Twelve Conference,1.0
00-0031968,E.J. Bibbs,CLE,TE,Iowa State,Big Twelve Conference,0.0
00-0032008,Donteea Dye,TB,WR,Heidelberg,Ohio Athletic Conference,19.0
00-0032045,Andrew Turzilli,TEN,WR,Rutgers,Big Ten Conference,2.0
00-0032259,Ereck Flowers,NYG,G,Miami,Atlantic Coast Conference,-1.0
00-0020679,Shaun Hill,MIN,QB,Maryland,Atlantic Coast Conference,518.0
00-0021678,Tony Romo,DAL,QB,Eastern Illinois,Ohio Valley Conference,2252.0
00-0022084,Anquan Boldin,DET,WR,Florida State,Atlantic Coast Conference,2029.0
00-0022684,Donnie Jones,PHI,P,LSU,Southeastern Conference,0.0
00-0023894,Donald Penn,LV,T,Utah State,Sun Belt Conference,26.0
00-0026289,Tim Hightower,NO,RB,Richmond,Colonial Athletic Association,664.0
00-0026373,Justin Forsett,DEN,RB,California,Pacific Ten Conference,671.0
00-0026393,Marcel Reece,SEA,FB,Washington,Pacific Ten Conference,381.0
00-0026739,Jordan Norwood,DEN,WR,Penn State,Big Ten Conference,97.0
00-0026932,Cedric Peerman,CIN,RB,Virginia,Atlantic Coast Conference,53.0
00-0026957,David Johnson,PIT,TE,Arkansas State,Sun Belt Conference,36.0
00-0027135,Brandon Myers,TB,TE,Iowa,Big Ten Conference,251.0
00-0027145,Pat McAfee,IND,P,West Virginia,Big East,3.0
00-0027265,Victor Cruz,NYG,WR,Massachusetts,Colonial Athletic Association,635.0
00-0027547,Marcus Sherels,MIN,CB,Minnesota,Big Ten Conference,30.0
00-0027725,Clay Harbor,DET,TE,Missouri State,Missouri Valley Football Conference,163.0
00-0027816,Marc Mariani,TEN,WR,Montana,Big Sky Conference,52.0
00-0027864,Ryan Mathews,PHI,RB,Fresno State,Western Athletic Conference,889.0
00-0027918,Andrew Hawkins,CLE,WR,Toledo,Mid-American Conference,307.0
00-0027974,Colin Kaepernick,SF,QB,Nevada,Western Athletic Conference,1146.0
00-0028059,Chris Prosinski,CHI,FS,Wyoming,Mountain West Conference,0.0
00-0028121,Jordan Todman,IND,RB,Connecticut,Big East,127.0
00-0028202,Shaun Draughn,SF,RB,North Carolina,Atlantic Coast Conference,182.0
00-0028249,Jeremy Ross,ARI,WR,California,Pacific Twelve Conference,84.0
00-0028409,DuJuan Harris,SF,RB,Troy,Sun Belt Conference,123.0
00-0028795,Chase Reynolds,LA,RB,Montana,Big Sky Conference,0.0
00-0028838,Larry Donnell,NYG,TE,Grambling State,Southwestern Athletic Conference,140.0
00-0028908,Michael Thomas,MIA,SS,Stanford,Pacific Twelve Conference,0.0
00-0029048,Joe Banyard,JAX,RB,Texas-El Paso,Conference USA,16.0
00-0029050,Valentino Blake,TEN,DB,Texas-El Paso,Conference USA,2.0
00-0029510,Jonathan Grimes,HOU,RB,William & Mary,Colonial Athletic Association,134.0
00-0029597,Justin Tucker,BAL,K,Texas,Big Twelve Conference,0.0
00-0029601,Brandon Bostick,NYJ,TE,Newberry,South Atlantic Conference,30.0
00-0029612,Daryl Richardson,PIT,RB,Abilene Christian,Lone Star Conference,96.0
00-0029681,Janoris Jenkins,NYG,CB,North Alabama,Gulf South Conference,6.0
00-0029683,Ronnie Hillman,LAC,RB,San Diego State,Mountain West Conference,339.0
00-0029688,Dontari Poe,KC,DT,Memphis,Conference USA,16.0
00-0029822,Brandon McManus,DEN,K,Temple,Big East,0.0
00-0030047,Marquess Wilson,CHI,WR,Washington State,Pacific Twelve Conference,95.0
00-0030113,Charles D. Johnson,MIN,WR,Grand Valley State,Great Lakes Intercollegiate Athletic Conference,96.0
00-0030187,Rashad Ross,WAS,WR,Arizona State,Pacific Twelve Conference,37.0
00-0030280,Knile Davis,KC,RB,Arkansas,Southeastern Conference,217.0
00-0030391,Mike James,TB,RB,Miami (Fla.),Atlantic Coast Conference,45.0
00-0030419,Matt McGloin,LV,QB,Penn State,Big Ten Conference,95.0
00-0030514,Mychal Rivera,LV,TE,Tennessee,Southeastern Conference,202.0
00-0030544,Gavin Escobar,DAL,TE,San Diego State,Mountain West Conference,79.0
00-0030551,Colton Schmidt,BUF,P,California-Davis,Big Sky Conference,1.0
00-0030671,Isaiah Burse,LAC,WR,Fresno State,Mountain West Conference,0.0
00-0030691,Jeremy Butler,LAC,WR,Tennessee-Martin,Ohio Valley Conference,37.0
00-0030705,Juwan Thompson,DEN,RB,Duke,Atlantic Coast Conference,66.0
00-0030789,Antonio Andrews,TEN,RB,Western Kentucky,Sun Belt Conference,93.0
00-0030805,Je'Ron Hamm,SF,TE,Louisiana-Monroe,Sun Belt Conference,1.0
00-0030828,D.J. Tialavea,ATL,OT,Utah State,Mountain West Conference,6.0
00-0030856,Tony Washington,JAX,WR,Appalachian State,Sun Belt Conference,1.0
00-0030990,Josh Huff,TB,WR,Oregon,Pacific Twelve Conference,88.0
00-0030992,Crockett Gillmore,BAL,TE,Colorado State,Mountain West Conference,105.0
00-0031042,Jace Amaro,TEN,TE,Texas Tech,Big Twelve Conference,52.0
00-0031057,Ka'Deem Carey,CHI,RB,Arizona,Pacific Twelve Conference,73.0
00-0031066,Lorenzo Taliaferro,BAL,RB,Coastal Carolina,Big South Conference,77.0
00-0031118,Corey Brown,CAR,WR,Ohio State,Big Ten Conference,195.0
00-0031158,George Atkinson,CLE,RB,Notre Dame,Independent,9.0
00-0031268,Walt Powell,BUF,WR,Murray State,Ohio Valley Conference,14.0
00-0031291,James Wright,CIN,WR,LSU,Southeastern Conference,22.0
00-0031307,Walt Aikens,MIA,CB,Liberty,Big South Conference,6.0
00-0031310,Devin Street,IND,WR,Pittsburgh,Atlantic Coast Conference,19.0
00-0031442,Taylor Lewan,TEN,T,Michigan,Big Ten Conference,7.0
00-0031684,Shane Wynn,JAX,WR,Indiana,Big Ten Conference,2.0
00-0031716,Matt Darr,MIA,P,Tennessee,Southeastern Conference,0.0
00-0031732,Connor Hamlett,CLE,TE,Oregon State,Pacific Twelve Conference,7.0
00-0031757,Lucky Whitehead,DAL,WR,Florida Atlantic,Conference USA,23.0
00-0031768,Terrence Magee,SEA,RB,LSU,Southeastern Conference,1.0
00-0031818,Bradley Marquez,LA,WR,Texas Tech,Big Twelve Conference,12.0
00-0031854,Chris Harper,SF,WR,California,Pacific Twelve Conference,13.0
00-0032007,Quinton Dunbar,WAS,CB,Florida,Southeastern Conference,3.0
00-0032012,Isaac Fruechte,MIN,WR,Minnesota,Big Ten Conference,0.0
00-0032064,DeAndre Smelter,SF,WR,Georgia Tech,Atlantic Coast Conference,2.0
00-0032068,Malcolm Johnson,CLE,RB,Mississippi State,Southeastern Conference,4.0
00-0032070,Dezmin Lewis,BUF,WR,Central Arkansas,Southland Conference,0.0
00-0032190,Gerald Christian,BUF,TE,Louisville,Atlantic Coast Conference,1.0
00-0032196,Jake Fisher,CIN,OT,Oregon,Pacific Twelve Conference,2.0
00-0032218,Dorial Green-Beckham,PHI,WR,Oklahoma,Southeastern Conference,132.0
00-0032365,DeMarcus Ayers,PIT,WR,Houston,American Athletic Conference,12.0
00-0032400,Malcolm Mitchell,NE,WR,Georgia,Southeastern Conference,71.0
00-0032407,Alex Lewis,BAL,T,Nebraska,Big Ten Conference,0.0
00-0032441,Aaron Burbridge,SF,WR,Michigan State,Big Ten Conference,8.0
00-0032462,Trevone Boykin,SEA,QB,Texas Christian,Big Twelve Conference,7.0
00-0032482,Bralon Addison,CHI,WR,Oregon,Pacific Twelve Conference,1.0
00-0032515,Braedon Bowman,NYJ,TE,South Alabama,Sun Belt Conference,0.0
00-0032523,Henry Krieger-Coble,DEN,TE,Iowa,Big Ten Conference,1.0
00-0032679,Paul McRoberts,LA,WR,Southeast Missouri State,Ohio Valley Conference,0.0
00-0032694,Jalin Marshall,NYJ,WR,Ohio State,Big Ten Conference,26.0
00-0032697,Doug Middleton,NYJ,FS,Appalachian State,Sun Belt Conference,6.0
00-0032739,Wendall Williams,HOU,WR,Cumberland College,Mid-South Conference,7.0
00-0032801,Daniel Braverman,CHI,WR,Western Michigan,Mid-American Conference,0.0
00-0032804,Daniel Lasco,NO,RB,California,Pacific Twelve Conference,4.0
00-0032841,Paul Turner,PHI,WR,Louisiana Tech,Conference USA,12.0
00-0032844,Brandon Burks,NYJ,RB,Troy,Sun Belt Conference,0.0
00-0032864,Alex Ellis,JAX,TE,Tennessee,Southeastern Conference,1.0
00-0032893,Connor Cook,LV,QB,Michigan State,Big Ten Conference,10.0
00-0032896,Drew Kaser,LAC,P,Texas A&amp;M,Southeastern Conference,0.0
00-0032902,Kenneth Farrow,LAC,RB,Houston,American Athletic Conference,24.0
00-0032974,Jordan Payton,CLE,WR,UCLA,Pacific Twelve Conference,0.0
00-0033098,Cardale Jones,BUF,QB,Ohio State,Big Ten Conference,1.0
00-0021429,Carson Palmer,ARI,QB,USC,Pacific Ten Conference,2729.0
00-0022999,John Kuhn,NO,FB,Shippensburg,Pennsylvania State Athletic Conference,352.0
00-0023742,Jon Ryan,SEA,P,"Regina, Can.",Canada West Universities Athletic Association,5.0
00-0024226,Jay Cutler,MIA,QB,Vanderbilt,Southeastern Conference,2202.0
00-0024264,Kellen Clemens,LAC,QB,Oregon,Pacific Twelve Conference,214.0
00-0024268,Anthony Fasano,MIA,TE,Notre Dame,Independent,542.0
00-0024535,Eric Weems,TEN,WR,Bethune-Cookman,Mid-Eastern Athletic Conference,83.0
00-0025430,Drew Stanton,ARI,QB,Michigan State,Big Ten Conference,226.0
00-0025549,Brent Celek,PHI,TE,Cincinnati,Big East,723.0
00-0026019,Danny Woodhead,BAL,RB,Chadron State,Rocky Mountain Athletic Conference,729.0
00-0026069,Mike Tolbert,BUF,FB,Coastal Carolina,Big South Conference,738.0
00-0026144,Darren McFadden,DAL,RB,Arkansas,Southeastern Conference,930.0
00-0026164,Chris Johnson,ARI,RB,East Carolina,Conference USA,1560.0
00-0026184,Matt Forte,NYJ,RB,Tulane,Conference USA,1904.0
00-0026201,Martellus Bennett,NE,TE,Texas A&M,Big Twelve Conference,652.0
00-0026224,Harry Douglas,TEN,WR,Louisville,Big East,461.0
00-0026995,Jeremy Maclin,BAL,WR,Missouri,Big Twelve Conference,1008.0
00-0027006,Kenny Britt,NE,WR,Rutgers,Big East,701.0
00-0027057,Brandon Tate,BUF,WR,North Carolina,Atlantic Coast Conference,183.0
00-0027089,Louis Murphy,SF,WR,Florida,Southeastern Conference,326.0
00-0027125,Zach Miller,CHI,TE,Nebraska-Omaha,Mid-America Intercollegiate Athletic Association,254.0
00-0027321,Jeff Cumberland,LAC,TE,Illinois,Big Ten Conference,172.0
00-0027654,Arrelious Benn,JAX,WR,Illinois,Big Ten Conference,139.0
00-0027690,Eric Decker,TEN,WR,Minnesota,Big Ten Conference,934.0
00-0027732,Michael Hoomanawanui,NO,TE,Illinois,Big Ten Conference,119.0
00-0027861,C.J. Spiller,KC,RB,Clemson,Atlantic Coast Conference,619.0
00-0027994,Shane Vereen,NYG,RB,California,Pacific Ten Conference,504.0
00-0028009,DeMarco Murray,TEN,RB,Oklahoma,Big Twelve Conference,1276.0
00-0028012,Ryan Mallett,BAL,QB,Arkansas,Southeastern Conference,96.0
00-0028067,Julius Thomas,MIA,TE,Portland State,Big Sky Conference,478.0
00-0028090,T.J. Yates,HOU,QB,North Carolina,Atlantic Coast Conference,118.0
00-0028130,Matt Bosher,ATL,P,Miami (Fla.),Atlantic Coast Conference,0.0
00-0028595,Scott Tolzien,IND,QB,Wisconsin,Big Ten Conference,44.0
00-0028702,Chris Matthews,BAL,WR,Kentucky,Southeastern Conference,40.0
00-0028954,Robert Golden,PIT,SS,Arizona,Pacific Twelve Conference,8.0
00-0028957,Austin Davis,SEA,QB,Southern Mississippi,Conference USA,126.0
00-0028987,Phillip Supernaw,TEN,TE,Ouachita Baptist,Great American Conference,20.0
00-0029004,Lance Dunbar,LA,RB,North Texas,Sun Belt Conference,122.0
00-0029033,Griff Whalen,BAL,WR,Stanford,Pacific Twelve Conference,78.0
00-0029123,Marquette King,LV,P,Fort Valley State,Southern Intercollegiate Athletic Conference,1.0
00-0029304,Brad Nortman,JAX,P,Wisconsin,Big Ten Conference,0.0
00-0029336,Brittan Golden,ARI,WR,West Texas A&M,Lone Star Conference,33.0
00-0029384,Bobby Rainey,BAL,RB,Western Kentucky,Sun Belt Conference,207.0
00-0029391,Sean McGrath,LAC,TE,Henderson State,Great American Conference,49.0
00-0029394,Brenton Bersin,CAR,WR,Wofford,Southern Conference,49.0
00-0029493,Ryan Quigley,MIN,P,Boston College,Atlantic Coast Conference,1.0
00-0029570,Nate Ebner,NE,SS,Ohio State,Big Ten Conference,1.0
00-0029592,Kevin Zeitler,CLE,G,Wisconsin,Big Ten Conference,0.0
00-0029634,James Hanna,DAL,TE,Oklahoma,Big Twelve Conference,43.0
00-0029697,Coby Fleener,NO,TE,Stanford,Pacific Twelve Conference,482.0
00-0029708,Kendall Wright,CHI,WR,Baylor,Big Twelve Conference,504.0
00-0029731,Fozzy Whittaker,CAR,RB,Texas,Big Twelve Conference,165.0
00-0029740,Ifeanyi Momah,ARI,TE,Boston College,Atlantic Coast Conference,9.0
00-0029793,Brandon Williams,IND,TE,Oregon,Pacific Twelve Conference,20.0
00-0029878,MarQueis Gray,MIA,TE,Minnesota,Big Ten Conference,38.0
00-0030091,Tavarres King,NYG,WR,Georgia,Southeastern Conference,61.0
00-0030117,Kerwynn Williams,ARI,RB,Utah State,Western Athletic Conference,134.0
00-0030287,Andre Ellington,HOU,RB,Clemson,Atlantic Coast Conference,384.0
00-0030290,Cobi Hamilton,HOU,WR,Arkansas,Southeastern Conference,47.0
00-0030460,Markus Wheaton,CHI,WR,Oregon State,Pacific Twelve Conference,219.0
00-0030485,Eddie Lacy,SEA,RB,Alabama,Southeastern Conference,666.0
00-0030524,Landry Jones,PIT,QB,Oklahoma,Big Twelve Conference,62.0
00-0030526,EJ Manuel,LV,QB,Florida State,Atlantic Coast Conference,252.0
00-0030743,Bernard Reedy,TB,WR,Toledo,Mid-American Conference,3.0
00-0030801,Brandon Coleman,NO,WR,Rutgers,American Athletic Conference,158.0
00-0030860,Orleans Darkwa,NYG,RB,Tulane,American Athletic Conference,180.0
00-0031001,Jeff Janis,GB,WR,Saginaw Valley State,Great Lakes Intercollegiate Athletic Conference,62.0
00-0031021,Jared Abbrederis,DET,WR,Wisconsin,Big Ten Conference,25.0
