ID,name,team,position,college_name,college_conference,fantasy_points
00-0034064,Colby Wadman,DEN,P,California-Davis,Big Sky Conference,0.0
00-0034201,De'Lance Turner,MIA,RB,Alcorn State,Southwestern Athletic Conference,2.0
00-0034203,Darious Williams,LA,CB,Alabama-Birmingham,Conference USA,6.0
00-0034256,Da'Mari Scott,NYG,WR,Fresno State,Mountain West Conference,2.0
00-0034339,Trey Quinn,WAS,WR,Southern Methodist,American Athletic Conference,39.0
00-0034342,Quenton Nelson,IND,G,Notre Dame,Independent,0.0
00-0034358,Derrius Guice,WAS,RB,Louisiana State,Southeastern Conference,50.0
00-0034361,Justin Reid,HOU,SS,Stanford,Pacific Twelve Conference,0.0
00-0034389,Dane Cruikshank,TEN,SS,Arizona,Pacific Twelve Conference,12.0
00-0034399,Wyatt Teller,CLE,G,Virginia Tech,Atlantic Coast Conference,0.0
00-0034406,Deon Cain,PIT,WR,Clemson,Atlantic Coast Conference,12.0
00-0034412,Luke Falk,NYJ,QB,Washington State,Pacific Twelve Conference,8.0
00-0034593,Chris Lacy,DET,WR,Oklahoma State,Big Twelve Conference,6.0
00-0034654,Dalyn Dawkins,TEN,RB,Colorado State,Mountain West Conference,2.0
00-0034679,Mark Walton,MIA,HB,Miami (Fla.),Atlantic Coast Conference,34.0
00-0034705,John Franklin,TB,WR,Florida Atlantic,Conference USA,1.0
00-0034721,Corey Bojorquez,BUF,P,New Mexico,Mountain West Conference,0.0
00-0034747,Marcell Ateman,LV,WR,Oklahoma State,Big Twelve Conference,31.0
00-0034773,Vita Vea,TB,NT,Washington,Pacific Twelve Conference,6.0
00-0034794,Jason Sanders,MIA,K,New Mexico,Mountain West Conference,6.0
00-0034922,Ishmael Hyman,TB,WR,James Madison,Colonial Athletic Association,3.0
00-0035013,Jon Hilliman,NYG,RB,Rutgers,Big Ten Conference,5.0
00-0035025,Hale Hentges,WAS,TE,Alabama,Southeastern Conference,16.0
00-0035104,Alexander Hollins,MIN,WR,Eastern Illinois,Ohio Valley Conference,4.0
00-0035235,Kaleb McGary,ATL,T,Washington,Pacific Twelve Conference,0.0
00-0035244,Lonnie Johnson,HOU,CB,Kentucky,Southeastern Conference,6.0
00-0035251,Will Grier,CAR,QB,West Virginia,Big Twelve Conference,1.0
00-0035275,Jordan Scarlett,CAR,RB,Florida,Southeastern Conference,0.0
00-0035297,Kelvin Harmon,WAS,WR,North Carolina State,Atlantic Coast Conference,36.0
00-0035374,Michael Walker,JAX,WR,Boston College,Atlantic Coast Conference,1.0
00-0035401,Damion Willis,CIN,WR,Troy,Sun Belt Conference,8.0
00-0035489,Wes Hills,DET,RB,Slippery Rock,Pennsylvania State Athletic Conference,14.0
00-0035548,Ventell Bryant,DAL,WR,Temple,American Athletic Conference,7.0
00-0035553,Charles Jones,JAX,TE,Tulane,American Athletic Conference,0.0
00-0035577,Devlin Hodges,PIT,QB,Samford,Southern Conference,51.0
00-0035596,Kerrith Whyte,PIT,RB,Florida Atlantic,Conference USA,13.0
00-0035597,John Ursua,SEA,WR,Hawaii,Mountain West Conference,1.0
00-0035654,Chase Winovich,NE,DE,Michigan,Big Ten Conference,6.0
00-0035665,David Long,LA,CB,Michigan,Big Ten Conference,0.0
00-0035669,Nick Scott,LA,SS,Penn State,Big Ten Conference,2.0
00-0035686,Michael Deiter,MIA,C,Wisconsin,Big Ten Conference,0.0
00-0020531,Drew Brees,NO,QB,Purdue,Big Ten Conference,5519.0
00-0022127,Jason Witten,LV,TE,Tennessee,Southeastern Conference,1794.0
00-0022787,Matt Schaub,ATL,QB,Virginia,Atlantic Coast Conference,1449.0
00-0022921,Larry Fitzgerald,ARI,WR,Pittsburgh,Big East,2630.0
00-0022942,Philip Rivers,IND,QB,North Carolina State,Atlantic Coast Conference,3991.0
00-0023436,Alex Smith,WAS,QB,Utah,Mountain West Conference,2458.0
00-0023500,Frank Gore,NYJ,RB,Miami,Atlantic Coast Conference,2645.0
00-0025396,Ted Ginn,CHI,WR,Ohio State,Big Ten Conference,950.0
00-0025418,Greg Olsen,SEA,TE,Miami,Atlantic Coast Conference,1305.0
00-0025825,Brett Kern,TEN,P,Toledo,Mid-American Conference,3.0
00-0027029,LeSean McCoy,TB,RB,Pittsburgh,Big East,2048.0
00-0027150,Julian Edelman,NE,WR,Kent State,Mid-American Conference,1172.0
00-0027647,Devin McCourty,NE,FS,Rutgers,Big East,12.0
00-0027891,Golden Tate,NYG,WR,Notre Dame,Independent,1184.0
00-0027902,Dez Bryant,BAL,WR,Oklahoma State,Big Twelve Conference,1241.0
00-0028063,Taiwan Jones,BUF,RB,Eastern Washington,Big Sky Conference,59.0
00-0028074,Anthony Sherman,KC,RB,Connecticut,Big East,97.0
00-0028087,Dion Lewis,NYG,RB,Pittsburgh,Big East,561.0
00-0028142,Virgil Green,LAC,TE,Nevada,Western Athletic Conference,164.0
00-0028149,Bruce Miller,JAX,FB,Central Florida,Conference USA,103.0
00-0028411,Dontrelle Inman,WAS,WR,Virginia,Atlantic Coast Conference,337.0
00-0028664,Chris Jones,DAL,P,Carson-Newman,South Atlantic Conference,5.0
00-0029137,Alshon Jeffery,PHI,WR,South Carolina,Southeastern Conference,1035.0
00-0029141,Alfred Morris,NYG,RB,Florida Atlantic,Sun Belt Conference,881.0
00-0029528,Bobby Massie,CHI,T,Mississippi,Southeastern Conference,0.0
00-0029615,Lamar Miller,CHI,RB,Miami,Atlantic Coast Conference,999.0
00-0029665,Robert Griffin,BAL,QB,Baylor,Big Twelve Conference,714.0
00-0030089,Luke Willson,BAL,TE,Rice,Conference USA,221.0
00-0030092,Sam Martin,DEN,P,Appalachian State,Southern Conference,0.0
00-0030107,Theo Riddick,LV,RB,Notre Dame,Independent,445.0
00-0030151,Tyler Bray,CHI,QB,Tennessee,Southeastern Conference,-1.0
00-0030196,Jeff Heath,LV,SS,Saginaw Valley State,Great Lakes Intercollegiate Athletic Conference,0.0
00-0030216,Josh Hill,NO,TE,Idaho State,Big Sky Conference,214.0
00-0030404,Chris Thompson,JAX,RB,Florida State,Atlantic Coast Conference,418.0
00-0030443,Levine Toilolo,NYG,TE,Stanford,Pacific Twelve Conference,156.0
00-0030470,Vance McDonald,PIT,TE,Rice,Conference USA,302.0
00-0030471,Shawn Williams,CIN,SS,Georgia,Southeastern Conference,4.0
00-0030472,Jordan Reed,SF,TE,Florida,Southeastern Conference,538.0
00-0030549,Tyler Eifert,JAX,TE,Notre Dame,Independent,413.0
00-0030558,Barkevious Mingo,CHI,OLB,Louisiana State,Southeastern Conference,1.0
00-0030584,Eric Fisher,KC,T,Central Michigan,Mid-American Conference,6.0
00-0030670,Bennie Fowler,NO,WR,Michigan State,Big Ten Conference,155.0
00-0030710,Trey Burton,IND,TE,Florida,Southeastern Conference,273.0
00-0031166,Seth Roberts,CAR,WR,West Alabama,Gulf South Conference,308.0
00-0031209,Senorise Perry,TEN,RB,Louisville,Atlantic Coast Conference,4.0
00-0031269,T.J. Carrie,IND,CB,Ohio,Mid-American Conference,6.0
00-0031339,Donte Moncrief,NE,WR,Mississippi,Southeastern Conference,398.0
00-0031921,Kendall Lamm,CLE,T,Appalachian State,Sun Belt Conference,6.0
00-0032209,T.J. Yeldon,BUF,RB,Alabama,Southeastern Conference,438.0
00-0032241,Todd Gurley,ATL,RB,Georgia,Southeastern Conference,1343.0
00-0032393,C.J. Prosise,HOU,RB,Notre Dame,Independent,83.0
00-0032404,Tyler Ervin,GB,RB,San Jose State,Mountain West Conference,31.0
00-0032419,Joe Haeg,TB,T,North Dakota State,Missouri Valley Football Conference,0.0
00-0032575,Matt Skura,BAL,C,Duke,Atlantic Coast Conference,0.0
00-0032577,D.J. Foster,ARI,RB,Arizona State,Pacific Twelve Conference,18.0
00-0032592,Sharrod Neasman,ATL,CB,Florida Atlantic,Conference USA,-1.0
00-0032940,DeAndre Washington,MIA,RB,Texas Tech,Big Twelve Conference,229.0
00-0032986,J.P. Holtz,CHI,TE,Pittsburgh,Atlantic Coast Conference,9.0
00-0033080,Seth DeValve,ARI,TE,Princeton,Ivy League,95.0
00-0033083,Darian Thompson,DAL,FS,Boise State,Mountain West Conference,0.0
00-0033085,Jerald Hawkins,PIT,T,Louisiana State,Southeastern Conference,0.0
00-0033112,Temarrick Hemingway,WAS,TE,South Carolina State,Mid-Eastern Athletic Conference,1.0
00-0033164,Troymaine Pope,LAC,RB,Jacksonville State,Ohio Valley Conference,26.0
00-0033266,JoJo Natson,CLE,WR,Akron,Mid-American Conference,3.0
00-0033382,Austin Carr,NO,WR,Northwestern,Big Ten Conference,31.0
00-0033474,Gehrig Dieter,KC,WR,Alabama,Southeastern Conference,4.0
00-0033556,Tarik Cohen,CHI,RB,North Carolina A&amp;T,Mid-Eastern Athletic Conference,361.0
00-0033564,Jake Butt,DEN,TE,Michigan,Big Ten Conference,9.0
00-0033567,Brian Hill,ATL,RB,Wyoming,Mountain West Conference,149.0
00-0033627,Jason Croom,PHI,TE,Tennessee,Southeastern Conference,34.0
00-0033791,Brandon Wilson,CIN,FS,Houston,American Athletic Conference,12.0
00-0033840,Chad Hansen,HOU,WR,California,Pacific Twelve Conference,39.0
00-0033859,Josh Malone,NYJ,WR,Tennessee,Southeastern Conference,16.0
00-0033911,Taywan Taylor,CLE,WR,Western Kentucky,Conference USA,84.0
00-0034081,Steven Mitchell,HOU,WR,Southern California,Pacific Twelve Conference,9.0
00-0034169,Marcus Baugh,WAS,TE,Ohio State,Big Ten Conference,0.0
00-0034192,Nick Keizer,KC,TE,Grand Valley State,Great Lakes Intercollegiate Athletic Conference,4.0
00-0034207,Jeff Badet,WAS,WR,Oklahoma,Big Twelve Conference,0.0
00-0034267,Jaleel Scott,NYJ,WR,New Mexico State,Sun Belt Conference,2.0
00-0034273,Damion Ratley,NYG,WR,Texas A&amp;M,Southeastern Conference,46.0
00-0034309,Chad Beebe,MIN,WR,Northern Illinois,Mid-American Conference,43.0
00-0034349,Kerryon Johnson,DET,RB,Auburn,Southeastern Conference,235.0
00-0034370,DaeSean Hamilton,DEN,WR,Penn State,Big Ten Conference,111.0
00-0034391,Siran Neal,BUF,CB,Jacksonville State,Ohio Valley Conference,1.0
00-0034393,Troy Fumagalli,DEN,TE,Wisconsin,Big Ten Conference,23.0
00-0034395,Daurice Fountain,IND,WR,Northern Iowa,Missouri Valley Football Conference,2.0
00-0034420,Jordan Thomas,NE,TE,Mississippi State,Southeastern Conference,53.0
00-0034426,Javon Wims,CHI,WR,Georgia,Southeastern Conference,41.0
00-0034432,Bo Scarbrough,SEA,RB,Alabama,Southeastern Conference,45.0
00-0034439,Ryan Izzo,NE,TE,Florida State,Atlantic Coast Conference,35.0
00-0034445,Nick Gates,NYG,C,Nebraska,Big Ten Conference,0.0
00-0034457,Josh Adams,NYJ,RB,Notre Dame,Independent,106.0
00-0034510,Robert Foster,WAS,WR,Alabama,Southeastern Conference,85.0
00-0034653,Deontay Burnett,PHI,WR,Southern California,Pacific Twelve Conference,21.0
00-0034660,Rico Gafford,LV,WR,Wyoming,Mountain West Conference,12.0
00-0034772,Antonio Callaway,MIA,WR,Florida,Southeastern Conference,100.0
00-0034788,Jaeden Graham,ATL,TE,Yale,Ivy League,23.0
00-0034995,Dexter Williams,GB,RB,Notre Dame,Independent,1.0
00-0035006,Olabisi Johnson,MIN,WR,Colorado State,Mountain West Conference,70.0
00-0035039,Stephen Carlson,CLE,TE,Princeton,Ivy League,14.0
00-0035102,Brandon Dillon,MIN,TE,"Marian, Ind.",Mid-States Football Association,0.0
00-0035148,Darwin Thompson,KC,RB,Utah State,Mountain West Conference,50.0
00-0035161,John Lovett,GB,QB,Princeton,Ivy League,0.0
00-0035181,Darrius Shepherd,GB,WR,North Dakota State,Missouri Valley Football Conference,4.0
00-0035232,Dwayne Haskins,WAS,QB,Ohio State,Big Ten Conference,144.0
00-0035287,KeeSean Johnson,ARI,WR,Fresno State,Mountain West Conference,42.0
00-0035290,Jaquan Johnson,BUF,FS,Miami,Atlantic Coast Conference,0.0
00-0035304,Cullen Gillaspia,HOU,FB,Texas A&amp;M,Southeastern Conference,0.0
00-0035310,Chandler Cox,MIA,FB,Auburn,Southeastern Conference,0.0
00-0035313,Terry Godwin,JAX,WR,Georgia,Southeastern Conference,3.0
00-0035529,Hakeem Butler,PHI,WR,Iowa State,Big Twelve Conference,0.0
00-0035539,Isaac Nauta,DET,TE,Georgia,Southeastern Conference,1.0
00-0035551,Tony Brooks-James,ATL,RB,Oregon,Pacific Twelve Conference,1.0
00-0035590,Riley Ridley,CHI,WR,Georgia,Southeastern Conference,14.0
00-0035592,Travis Fulgham,PHI,WR,Old Dominion,Conference USA,77.0
00-0035652,Ryan Finley,CIN,QB,North Carolina State,Atlantic Coast Conference,43.0
00-0035660,Kahale Warring,HOU,TE,San Diego State,Mountain West Conference,3.0
00-0035671,Jace Sternberger,GB,TE,Texas A&amp;M,Southeastern Conference,24.0
00-0035848,DeMichael Harris,IND,WR,Southern Mississippi,Conference USA,12.0
00-0035869,Austin Mack,NYG,WR,Ohio State,Big Ten Conference,9.0
00-0035912,LeVante Bellamy,DEN,RB,Western Michigan,Mid-American Conference,1.0
00-0035950,Myles Hartsfield,CAR,FS,Mississippi,Southeastern Conference,0.0
00-0036000,Adrian Killins,PHI,RB,Central Florida,American Athletic Conference,-1.0
00-0036008,Hunter Bryant,DET,TE,Washington,Pacific Twelve Conference,4.0
00-0036100,Isaiah Zuber,NE,WR,Mississippi State,Southeastern Conference,5.0
00-0036142,Isaiah Wright,WAS,WR,Temple,American Athletic Conference,21.0
00-0036171,Aaron Brewer,TEN,G,Texas State,Sun Belt Conference,0.0
00-0036188,Antonio Williams,BUF,RB,North Carolina,Atlantic Coast Conference,20.0
00-0036208,Artavis Pierce,CHI,RB,Oregon State,Pacific Twelve Conference,9.0
00-0036222,Isaiah Rodgers,IND,CB,Massachusetts,Mid-American Conference,6.0
00-0036225,Dalton Keene,NE,TE,Virginia Tech,Atlantic Coast Conference,1.0
00-0036245,Malcolm Perry,MIA,RB,Navy,American Athletic Conference,15.0
00-0036293,Jeremy Chinn,CAR,FS,Southern Illinois,Missouri Valley Football Conference,2.0
00-0036306,Daniel Thomas,JAX,SS,Auburn,Southeastern Conference,6.0
00-0036312,Jake Luton,JAX,QB,Oregon State,Pacific Twelve Conference,28.0
00-0036320,Joseph Charlton,CAR,P,South Carolina,Southeastern Conference,1.0
00-0036340,Antonio Gandy-Golden,WAS,WR,Liberty,Independent,2.0
00-0036377,Joe Reed,LAC,WR,Virginia,Atlantic Coast Conference,8.0
00-0036384,Ben DiNucci,DAL,QB,James Madison,Colonial Athletic Association,6.0
00-0036398,John Hightower,PHI,WR,Boise State,Mountain West Conference,18.0
00-0036433,Tommy Stevens,CAR,TE,Mississippi State,Southeastern Conference,2.0
00-0022924,Ben Roethlisberger,PIT,QB,"Miami, O.",Mid-American Conference,4389.0
00-0023682,Ryan Fitzpatrick,WAS,QB,Harvard,Ivy League,2293.0
00-0024417,Sam Koch,BAL,P,Nebraska,Big Twelve Conference,11.0
00-0025394,Adrian Peterson,SEA,RB,Oklahoma,Big Twelve Conference,2514.0
00-0026035,Danny Amendola,HOU,WR,Texas Tech,Big Twelve Conference,893.0
00-0027061,Jared Cook,LAC,TE,South Carolina,Southeastern Conference,1028.0
00-0027656,Rob Gronkowski,TB,TE,Arizona,Pacific Ten Conference,1711.0
00-0027685,Emmanuel Sanders,BUF,WR,Southern Methodist,Conference USA,1336.0
00-0027691,Andre Roberts,LAC,WR,Citadel,Southern Conference,443.0
00-0027793,Antonio Brown,TB,WR,Central Michigan,Mid-American Conference,1907.0
00-0027857,Trent Williams,SF,T,Oklahoma,Big Twelve Conference,0.0
00-0027939,Cam Newton,CAR,QB,Auburn,Southeastern Conference,2956.0
00-0028042,Luke Stocker,MIN,TE,Tennessee,Southeastern Conference,100.0
00-0028097,Lee Smith,ATL,TE,Marshall,Conference USA,119.0
00-0028237,Chris Hogan,NO,WR,"Monmouth, N.J.",Northeast Conference,473.0
00-0029119,Derek Carrier,LV,TE,Beloit,Midwest Conference,73.0
00-0029164,Mike Remmers,KC,T,Oregon State,Pacific Twelve Conference,0.0
00-0029269,Travis Benjamin,SF,WR,Miami,Atlantic Coast Conference,473.0
00-0029632,Mohamed Sanu,SF,WR,Rutgers,Big East,755.0
00-0029738,Darren Fells,DET,TE,California-Irvine,NO FOOTBALL,307.0
00-0029747,Chris Banjo,ARI,FS,Southern Methodist,Conference USA,0.0
00-0030085,Kenny Stills,NO,WR,Oklahoma,Big Twelve Conference,752.0
00-0030155,Demetrius Harris,ARI,TE,Wisconsin-Milwaukee,NO FOOTBALL,148.0
00-0030181,Jack Doyle,IND,TE,Western Kentucky,Sun Belt Conference,428.0
00-0030465,Kenjon Barner,TB,RB,Oregon,Pacific Twelve Conference,78.0
00-0030496,Le'Veon Bell,TB,RB,Michigan State,Big Ten Conference,1363.0
00-0030520,Mike Glennon,NYG,QB,North Carolina State,Atlantic Coast Conference,397.0
00-0030525,Tavon Austin,JAX,WR,West Virginia,Big Twelve Conference,528.0
00-0030561,Lane Johnson,PHI,T,Oklahoma,Big Twelve Conference,6.0
00-0030669,Albert Wilson,MIA,WR,Georgia State,Sun Belt Conference,373.0
00-0031045,Carlos Hyde,JAX,RB,Ohio State,Big Ten Conference,824.0
00-0031062,James White,NE,RB,Wisconsin,Big Ten Conference,790.0
00-0031136,Chris Boswell,PIT,K,Rice,Conference USA,4.0
00-0031285,Devonta Freeman,BAL,RB,Florida State,Atlantic Coast Conference,1057.0
00-0031319,Diontae Spencer,DEN,WR,McNeese State,Southland Conference,11.0
00-0031363,Michael Palardy,MIA,P,Tennessee,Southeastern Conference,0.0
00-0031387,Eric Ebron,PIT,TE,North Carolina,Atlantic Coast Conference,625.0
00-0031395,Garrett Gilbert,WAS,QB,Southern Methodist,American Athletic Conference,23.0
00-0031543,Ty Long,LAC,P,Alabama-Birmingham,Conference USA,-2.0
00-0031598,Nick Boyle,BAL,TE,Delaware,Colonial Athletic Association,132.0
00-0031796,Justin Coleman,MIA,CB,Tennessee,Southeastern Conference,6.0
00-0031934,Devin Smith,JAX,WR,Ohio State,Big Ten Conference,36.0
00-0031951,James O'Shaughnessy,JAX,TE,Illinois State,Missouri Valley Football Conference,133.0
00-0032009,Adam Humphries,WAS,WR,Clemson,Atlantic Coast Conference,415.0
00-0032098,Daniel Brown,NYJ,TE,James Madison,Colonial Athletic Association,56.0
00-0032135,Jesse James,CHI,TE,Penn State,Big Ten Conference,243.0
00-0032160,Tyrell Williams,DET,WR,Western Oregon,Great Northwest Athletic Conference,467.0
00-0032245,Sean Mannion,MIN,QB,Oregon State,Pacific Twelve Conference,16.0
00-0032355,Chester Rogers,TEN,WR,Grambling,Southwestern Athletic Conference,203.0
00-0032426,Alex Collins,SEA,RB,Arkansas,Southeastern Conference,351.0
00-0032626,Geronimo Allison,DET,WR,Illinois,Big Ten Conference,147.0
00-0032741,Peyton Barber,LV,RB,Auburn,Southeastern Conference,422.0
00-0032778,Tajae Sharpe,ATL,WR,Massachusetts,Mid-American Conference,190.0
00-0032782,Wendell Smallwood,WAS,RB,West Virginia,Big Twelve Conference,196.0
00-0032790,DeAndre Houston-Carson,CHI,FS,William &amp; Mary,Colonial Athletic Association,6.0
00-0032791,Jakeem Grant,CHI,WR,Texas Tech,Big Twelve Conference,203.0
00-0032813,Elijhaa Penny,NYG,RB,Idaho,Sun Belt Conference,76.0
00-0032881,Tommylee Lewis,MIA,WR,Northern Illinois,Mid-American Conference,42.0
00-0032956,Andy Janovich,CLE,FB,Nebraska,Big Ten Conference,62.0
00-0032972,Devontae Booker,NYG,RB,Utah,Pacific Twelve Conference,402.0
00-0032977,Rashard Higgins,CLE,WR,Colorado State,Mountain West Conference,269.0
00-0033006,Jaydon Mickens,JAX,WR,Washington,Pacific Twelve Conference,32.0
00-0033025,Jalen Richard,LV,RB,Southern Mississippi,Conference USA,327.0
00-0033094,Marvin Hall,ATL,WR,Washington,Pacific Twelve Conference,108.0
00-0033095,Garrett Griffin,NO,TE,Air Force,Mountain West Conference,11.0
00-0033127,Will Fuller,MIA,WR,Notre Dame,Independent,480.0
00-0033215,Cyril Grayson,TB,WR,Louisiana State,Southeastern Conference,34.0
00-0033258,Darrell Daniels,ARI,TE,Washington,Pacific Twelve Conference,18.0
00-0033300,Conor McDermott,NYJ,T,UCLA,Pacific Twelve Conference,6.0
00-0033338,Cethan Carter,MIA,TE,Nebraska,Big Ten Conference,14.0
00-0033387,Jacob Hollister,JAX,TE,Wyoming,Mountain West Conference,121.0
00-0033421,Antony Auclair,HOU,TE,"Laval, Can.",Quebec Student Sports Foundation,19.0
00-0033471,Isaiah Ford,MIA,WR,Virginia Tech,Atlantic Coast Conference,81.0
00-0033528,Jeremy Sprinkle,DAL,TE,Arkansas,Southeastern Conference,52.0
00-0033594,Chris Carson,SEA,RB,Oklahoma State,Big Twelve Conference,614.0
00-0033611,Ricky Seals-Jones,WAS,TE,Texas A&amp;M,Southeastern Conference,162.0
00-0033658,Blake Jarwin,DAL,TE,Oklahoma State,Big Twelve Conference,129.0
00-0033720,Colin Thompson,CAR,TE,Temple,American Athletic Conference,6.0
00-0033733,Greg Ward,PHI,WR,Houston,American Athletic Conference,142.0
00-0033839,Dede Westbrook,MIN,WR,Oklahoma,Big Twelve Conference,261.0
00-0033896,Adam Shaheen,MIA,TE,Ashland,Great Lakes Intercollegiate Athletic Conference,98.0
00-0033904,Dion Dawkins,BUF,T,Temple,American Athletic Conference,12.0
00-0033950,Wayne Gallman,ATL,RB,Clemson,Atlantic Coast Conference,266.0
00-0033957,Rodney Adams,CHI,WR,South Florida,American Athletic Conference,0.0
00-0034052,Brandon Zylstra,CAR,WR,"Concordia, Minn",Minnesota Intercollegiate Athletic Conference,53.0
00-0034131,Kurt Benkert,GB,QB,Virginia,Atlantic Coast Conference,0.0
00-0034132,Christian Blake,ATL,WR,Northern Illinois,Mid-American Conference,25.0
00-0034164,Trenton Cannon,SF,RB,Virginia State,Central Intercollegiate Athletic Association,37.0
00-0034278,Tremon Smith,HOU,CB,Central Arkansas,Southland Conference,6.0
00-0034311,Johnny Stanton,CLE,FB,Nevada-Las Vegas,Mountain West Conference,7.0
00-0034319,Deon Yelder,TB,TE,Western Kentucky,Conference USA,9.0
00-0034331,Jaylen Samuels,HOU,RB,North Carolina State,Atlantic Coast Conference,130.0
00-0034343,Josh Rosen,ATL,QB,UCLA,Pacific Twelve Conference,127.0
00-0034378,Ito Smith,DAL,RB,Southern Mississippi,Conference USA,142.0
00-0034435,Keion Crossen,NYG,CB,Western Carolina,Southern Conference,0.0
00-0034449,Buddy Howell,LA,RB,Florida Atlantic,Conference USA,8.0
00-0034597,Ryan Nall,CHI,RB,Oregon State,Pacific Twelve Conference,14.0
00-0034631,Vyncint Smith,NYJ,WR,Limestone,Independent,50.0
00-0034652,Cameron Batson,TEN,WR,Texas Tech,Big Twelve Conference,35.0
00-0034672,Ethan Wolf,NO,TE,Tennessee,Southeastern Conference,0.0
00-0034686,Auden Tate,CIN,WR,Florida State,Atlantic Coast Conference,89.0
00-0034735,Codey McElroy,TB,TE,Southeastern Oklahoma,Great American Conference,3.0
00-0034766,Christopher Herndon,MIN,TE,Miami,Atlantic Coast Conference,127.0
00-0034799,Kalen Ballage,PIT,RB,Arizona State,Pacific Twelve Conference,137.0
00-0034808,John Kelly,CLE,RB,Tennessee,Southeastern Conference,12.0
00-0034867,Malik Turner,DAL,WR,Illinois,Big Ten Conference,66.0
00-0034903,Tevaughn Campbell,LAC,CB,"Regina, Can.",Canada West Universities Athletic Association,0.0
00-0034930,Trinity Benson,DET,WR,East Central,Great American Conference,10.0
00-0034987,E.J. Speed,IND,OLB,Tarleton State,Lone Star Conference,12.0
00-0034988,Kaden Smith,NYG,TE,Stanford,Pacific Twelve Conference,59.0
00-0035101,Davion Davis,HOU,WR,Sam Houston State,Southland Conference,1.0
00-0035126,Antoine Wesley,ARI,WR,Texas Tech,Big Twelve Conference,40.0
00-0035149,Nick Allegretti,KC,G,Illinois,Big Ten Conference,6.0
00-0035187,Austin Walter,NYJ,RB,Rice,Conference USA,20.0
00-0035223,Ulysees Gilbert,PIT,ILB,Akron,Mid-American Conference,6.0
00-0035231,Christian Wilkins,MIA,DE,Clemson,Atlantic Coast Conference,12.0
00-0035246,J.J. Arcega-Whiteside,PHI,WR,Stanford,Pacific Twelve Conference,37.0
00-0035268,Ryquell Armstead,JAX,RB,Temple,American Athletic Conference,46.0
00-0035273,Qadree Ollison,ATL,RB,Pittsburgh,Atlantic Coast Conference,45.0
00-0035328,Matt Nelson,DET,T,Iowa,Big Ten Conference,0.0
00-0035342,Patrick Laird,MIA,RB,California,Pacific Twelve Conference,59.0
00-0035350,Preston Williams,MIA,WR,Colorado State,Mountain West Conference,123.0
00-0035356,Tyree Jackson,PHI,TE,Buffalo,Mid-American Conference,8.0
00-0035378,Andrew Wingard,JAX,FS,Wyoming,Mountain West Conference,0.0
00-0035428,Daniel Helm,LV,TE,Duke,Atlantic Coast Conference,0.0
00-0035448,Damarea Crockett,DEN,RB,Missouri,Southeastern Conference,0.0
00-0035588,Garrett Bradbury,MIN,C,North Carolina State,Atlantic Coast Conference,1.0
00-0035760,Jacques Patrick,SF,RB,Florida State,Atlantic Coast Conference,1.0
00-0035835,Nathan Cottrell,JAX,RB,Georgia Tech,Atlantic Coast Conference,0.0
00-0035844,Kirk Merritt,MIA,WR,Arkansas State,Sun Belt Conference,1.0
00-0035883,Maurice Ffrench,LAC,WR,Pittsburgh,Atlantic Coast Conference,0.0
00-0035898,Darius Bradwell,LAC,RB,Tulane,American Athletic Conference,0.0
00-0035908,Gabe Nabers,LAC,FB,Florida State,Atlantic Coast Conference,17.0
00-0035957,Rodney Smith,CAR,RB,Minnesota,Big Ten Conference,32.0
00-0036011,Bobby Price,DET,FS,Norfolk State,Mid-Eastern Athletic Conference,1.0
00-0036036,Terence Steele,DAL,T,Texas Tech,Big Twelve Conference,6.0
00-0036069,Scottie Phillips,HOU,RB,Mississippi,Southeastern Conference,3.0
00-0036080,Easop Winston,NO,WR,Washington State,Pacific Twelve Conference,0.0
00-0036110,Ja'Marcus Bradley,CLE,WR,Louisiana-Lafayette,Sun Belt Conference,12.0
00-0036173,Tommy Hudson,TEN,TE,Arizona State,Pacific Twelve Conference,3.0
00-0036197,Jake Fromm,NYG,QB,Georgia,Southeastern Conference,10.0
00-0036215,Danny Pinter,IND,C,Ball State,Mid-American Conference,6.0
00-0036278,Jason Huntley,PHI,RB,New Mexico State,Sun Belt Conference,7.0
00-0036283,Kenny Robinson,CAR,FS,West Virginia,Big Twelve Conference,6.0
00-0036308,Isaiah Coulter,CHI,WR,Rhode Island,Colonial Athletic Association,0.0
00-0036357,Henry Ruggs,LV,WR,Alabama,Southeastern Conference,118.0
00-0036382,K.J. Hill,LAC,WR,Ohio State,Big Ten Conference,10.0
00-0036386,Andrew Thomas,NYG,T,Georgia,Southeastern Conference,8.0
00-0036456,Dominique Dafney,GB,TE,Indiana State,Missouri Valley Football Conference,12.0
00-0036491,Tarik Black,NYJ,WR,Texas,Big Twelve Conference,1.0
00-0036523,Trey Ragas,LV,RB,Louisiana-Lafayette,Sun Belt Conference,1.0
00-0036560,Tommy Doyle,BUF,T,"Miami, O.",Mid-American Conference,6.0
00-0036564,Talanoa Hufanga,SF,SS,Southern California,Pacific Twelve Conference,6.0
00-0036582,Nate McCrary,BAL,RB,Saginaw Valley State,Great Lakes Intercollegiate Athletic Conference,0.0
00-0036627,Dez Fitzpatrick,TEN,WR,Louisville,Atlantic Coast Conference,10.0
00-0036657,Seth Williams,DEN,WR,Auburn,Southeastern Conference,3.0
